INPUT_TABLE
Variable ID
SubsectorLogit

region,supplysector,subsector,logit.year.fillout,logit.exponent
USA,water_td_elec_C,Caribbean,1975,-6
USA,water_td_an_C,Caribbean,1975,-6
USA,water_td_dom_C,Caribbean,1975,-6
USA,water_td_ind_C,Caribbean,1975,-6
USA,water_td_irr_Caribbean_C,Caribbean,1975,-6
USA,water_td_irr_Caribbean_W,Caribbean,1975,-6
USA,water_td_pri_W,Caribbean,1975,-6
USA,water_td_dom_W,Caribbean,1975,-6
USA,water_td_pri_C,Caribbean,1975,-6
USA,water_td_dom_W,California River,1975,-6
USA,water_td_elec_W,California River,1975,-6
USA,water_td_an_W,California River,1975,-6
USA,water_td_pri_C,California River,1975,-6
USA,water_td_ind_W,California River,1975,-6
USA,water_td_ind_C,California River,1975,-6
USA,water_td_dom_C,California River,1975,-6
USA,water_td_irr_California_W,California River,1975,-6
USA,water_td_pri_W,California River,1975,-6
USA,water_td_an_C,California River,1975,-6
USA,water_td_irr_California_C,California River,1975,-6
USA,water_td_elec_C,California River,1975,-6
USA,water_td_irr_MissppRN_W,Upper Mississippi,1975,-6
USA,water_td_irr_MissppRN_C,Upper Mississippi,1975,-6
USA,water_td_elec_C,Upper Mississippi,1975,-6
USA,water_td_an_C,Upper Mississippi,1975,-6
USA,water_td_an_W,Upper Mississippi,1975,-6
USA,water_td_dom_W,Upper Mississippi,1975,-6
USA,water_td_pri_C,Upper Mississippi,1975,-6
USA,water_td_pri_W,Upper Mississippi,1975,-6
USA,water_td_ind_W,Upper Mississippi,1975,-6
USA,water_td_dom_C,Upper Mississippi,1975,-6
USA,water_td_ind_C,Upper Mississippi,1975,-6
USA,water_td_elec_W,Upper Mississippi,1975,-6
USA,water_td_dom_C,Lower Mississippi River,1975,-6
USA,water_td_ind_C,Lower Mississippi River,1975,-6
USA,water_td_irr_MissppRS_C,Lower Mississippi River,1975,-6
USA,water_td_irr_MissppRS_W,Lower Mississippi River,1975,-6
USA,water_td_an_C,Lower Mississippi River,1975,-6
USA,water_td_an_W,Lower Mississippi River,1975,-6
USA,water_td_pri_W,Lower Mississippi River,1975,-6
USA,water_td_ind_W,Lower Mississippi River,1975,-6
USA,water_td_elec_W,Lower Mississippi River,1975,-6
USA,water_td_dom_W,Lower Mississippi River,1975,-6
USA,water_td_elec_C,Lower Mississippi River,1975,-6
USA,water_td_pri_C,Lower Mississippi River,1975,-6
USA,water_td_ind_C,Upper Colorado River,1975,-6
USA,water_td_dom_W,Upper Colorado River,1975,-6
USA,water_td_an_W,Upper Colorado River,1975,-6
USA,water_td_pri_C,Upper Colorado River,1975,-6
USA,water_td_an_C,Upper Colorado River,1975,-6
USA,water_td_elec_W,Upper Colorado River,1975,-6
USA,water_td_ind_W,Upper Colorado River,1975,-6
USA,water_td_dom_C,Upper Colorado River,1975,-6
USA,water_td_irr_UsaColoRN_C,Upper Colorado River,1975,-6
USA,water_td_elec_C,Upper Colorado River,1975,-6
USA,water_td_irr_UsaColoRN_W,Upper Colorado River,1975,-6
USA,water_td_pri_W,Upper Colorado River,1975,-6
USA,water_td_an_C,Lower Colorado River,1975,-6
USA,water_td_pri_W,Lower Colorado River,1975,-6
USA,water_td_an_W,Lower Colorado River,1975,-6
USA,water_td_dom_W,Lower Colorado River,1975,-6
USA,water_td_ind_C,Lower Colorado River,1975,-6
USA,water_td_pri_C,Lower Colorado River,1975,-6
USA,water_td_irr_UsaColoRS_W,Lower Colorado River,1975,-6
USA,water_td_dom_C,Lower Colorado River,1975,-6
USA,water_td_ind_W,Lower Colorado River,1975,-6
USA,water_td_irr_UsaColoRS_C,Lower Colorado River,1975,-6
USA,water_td_elec_W,Lower Colorado River,1975,-6
USA,water_td_elec_C,Lower Colorado River,1975,-6
USA,water_td_irr_GreatBasin_W,Great,1975,-6
USA,water_td_elec_C,Great,1975,-6
USA,water_td_dom_W,Great,1975,-6
USA,water_td_an_C,Great,1975,-6
USA,water_td_ind_C,Great,1975,-6
USA,water_td_ind_W,Great,1975,-6
USA,water_td_elec_W,Great,1975,-6
USA,water_td_pri_C,Great,1975,-6
USA,water_td_dom_C,Great,1975,-6
USA,water_td_pri_W,Great,1975,-6
USA,water_td_an_W,Great,1975,-6
USA,water_td_irr_GreatBasin_C,Great,1975,-6
USA,water_td_elec_W,Missouri River,1975,-6
USA,water_td_elec_C,Missouri River,1975,-6
USA,water_td_dom_C,Missouri River,1975,-6
USA,water_td_dom_W,Missouri River,1975,-6
USA,water_td_pri_C,Missouri River,1975,-6
USA,water_td_an_C,Missouri River,1975,-6
USA,water_td_an_W,Missouri River,1975,-6
USA,water_td_irr_MissouriR_W,Missouri River,1975,-6
USA,water_td_irr_MissouriR_C,Missouri River,1975,-6
USA,water_td_ind_W,Missouri River,1975,-6
USA,water_td_ind_C,Missouri River,1975,-6
USA,water_td_pri_W,Missouri River,1975,-6
USA,water_td_ind_W,Arkansas White Red,1975,-6
USA,water_td_elec_W,Arkansas White Red,1975,-6
USA,water_td_irr_ArkWhtRedR_W,Arkansas White Red,1975,-6
USA,water_td_an_W,Arkansas White Red,1975,-6
USA,water_td_ind_C,Arkansas White Red,1975,-6
USA,water_td_an_C,Arkansas White Red,1975,-6
USA,water_td_irr_ArkWhtRedR_C,Arkansas White Red,1975,-6
USA,water_td_dom_W,Arkansas White Red,1975,-6
USA,water_td_pri_C,Arkansas White Red,1975,-6
USA,water_td_dom_C,Arkansas White Red,1975,-6
USA,water_td_pri_W,Arkansas White Red,1975,-6
USA,water_td_elec_C,Arkansas White Red,1975,-6
USA,water_td_ind_C,Texas Gulf Coast,1975,-6
USA,water_td_irr_TexasCst_C,Texas Gulf Coast,1975,-6
USA,water_td_dom_C,Texas Gulf Coast,1975,-6
USA,water_td_irr_TexasCst_W,Texas Gulf Coast,1975,-6
USA,water_td_elec_W,Texas Gulf Coast,1975,-6
USA,water_td_ind_W,Texas Gulf Coast,1975,-6
USA,water_td_dom_W,Texas Gulf Coast,1975,-6
USA,water_td_pri_C,Texas Gulf Coast,1975,-6
USA,water_td_elec_C,Texas Gulf Coast,1975,-6
USA,water_td_an_C,Texas Gulf Coast,1975,-6
USA,water_td_pri_W,Texas Gulf Coast,1975,-6
USA,water_td_an_W,Texas Gulf Coast,1975,-6
USA,water_td_irr_UsaCstSE_W,South Atlantic Gulf,1975,-6
USA,water_td_irr_UsaCstSE_C,South Atlantic Gulf,1975,-6
USA,water_td_an_C,South Atlantic Gulf,1975,-6
USA,water_td_dom_W,South Atlantic Gulf,1975,-6
USA,water_td_an_W,South Atlantic Gulf,1975,-6
USA,water_td_pri_W,South Atlantic Gulf,1975,-6
USA,water_td_elec_C,South Atlantic Gulf,1975,-6
USA,water_td_pri_C,South Atlantic Gulf,1975,-6
USA,water_td_ind_C,South Atlantic Gulf,1975,-6
USA,water_td_ind_W,South Atlantic Gulf,1975,-6
USA,water_td_elec_W,South Atlantic Gulf,1975,-6
USA,water_td_dom_C,South Atlantic Gulf,1975,-6
USA,water_td_ind_W,Great Lakes,1975,-6
USA,water_td_an_C,Great Lakes,1975,-6
USA,water_td_dom_C,Great Lakes,1975,-6
USA,water_td_an_W,Great Lakes,1975,-6
USA,water_td_irr_GreatLakes_W,Great Lakes,1975,-6
USA,water_td_elec_W,Great Lakes,1975,-6
USA,water_td_irr_GreatLakes_C,Great Lakes,1975,-6
USA,water_td_pri_W,Great Lakes,1975,-6
USA,water_td_pri_C,Great Lakes,1975,-6
USA,water_td_dom_W,Great Lakes,1975,-6
USA,water_td_ind_C,Great Lakes,1975,-6
USA,water_td_elec_C,Great Lakes,1975,-6
USA,water_td_elec_W,Ohio River,1975,-6
USA,water_td_irr_OhioR_C,Ohio River,1975,-6
USA,water_td_an_W,Ohio River,1975,-6
USA,water_td_pri_C,Ohio River,1975,-6
USA,water_td_ind_C,Ohio River,1975,-6
USA,water_td_elec_C,Ohio River,1975,-6
USA,water_td_an_C,Ohio River,1975,-6
USA,water_td_irr_OhioR_W,Ohio River,1975,-6
USA,water_td_dom_W,Ohio River,1975,-6
USA,water_td_ind_W,Ohio River,1975,-6
USA,water_td_dom_C,Ohio River,1975,-6
USA,water_td_pri_W,Ohio River,1975,-6
USA,water_td_elec_C,Pacific Northwest,1975,-6
USA,water_td_irr_UsaPacNW_W,Pacific Northwest,1975,-6
USA,water_td_elec_W,Pacific Northwest,1975,-6
USA,water_td_an_W,Pacific Northwest,1975,-6
USA,water_td_irr_UsaPacNW_C,Pacific Northwest,1975,-6
USA,water_td_dom_C,Pacific Northwest,1975,-6
USA,water_td_ind_C,Pacific Northwest,1975,-6
USA,water_td_ind_W,Pacific Northwest,1975,-6
USA,water_td_pri_C,Pacific Northwest,1975,-6
USA,water_td_an_C,Pacific Northwest,1975,-6
USA,water_td_dom_W,Pacific Northwest,1975,-6
USA,water_td_pri_W,Pacific Northwest,1975,-6
USA,water_td_irr_TennR_C,Tennessee River,1975,-6
USA,water_td_dom_C,Tennessee River,1975,-6
USA,water_td_ind_W,Tennessee River,1975,-6
USA,water_td_ind_C,Tennessee River,1975,-6
USA,water_td_an_W,Tennessee River,1975,-6
USA,water_td_an_C,Tennessee River,1975,-6
USA,water_td_elec_W,Tennessee River,1975,-6
USA,water_td_elec_C,Tennessee River,1975,-6
USA,water_td_pri_C,Tennessee River,1975,-6
USA,water_td_pri_W,Tennessee River,1975,-6
USA,water_td_irr_TennR_W,Tennessee River,1975,-6
USA,water_td_dom_W,Tennessee River,1975,-6
USA,water_td_dom_W,Rio Grande River,1975,-6
USA,water_td_an_W,Rio Grande River,1975,-6
USA,water_td_dom_C,Rio Grande River,1975,-6
USA,water_td_ind_C,Rio Grande River,1975,-6
USA,water_td_ind_W,Rio Grande River,1975,-6
USA,water_td_an_C,Rio Grande River,1975,-6
USA,water_td_pri_C,Rio Grande River,1975,-6
USA,water_td_elec_W,Rio Grande River,1975,-6
USA,water_td_irr_RioGrande_W,Rio Grande River,1975,-6
USA,water_td_pri_W,Rio Grande River,1975,-6
USA,water_td_elec_C,Rio Grande River,1975,-6
USA,water_td_irr_RioGrande_C,Rio Grande River,1975,-6
USA,water_td_pri_C,New England,1975,-6
USA,water_td_ind_C,New England,1975,-6
USA,water_td_irr_UsaCstNE_W,New England,1975,-6
USA,water_td_elec_C,New England,1975,-6
USA,water_td_dom_W,New England,1975,-6
USA,water_td_irr_UsaCstNE_C,New England,1975,-6
USA,water_td_dom_C,New England,1975,-6
USA,water_td_ind_W,New England,1975,-6
USA,water_td_pri_W,New England,1975,-6
USA,water_td_an_W,New England,1975,-6
USA,water_td_an_C,New England,1975,-6
USA,water_td_elec_W,New England,1975,-6
USA,water_td_an_W,Mid Atlantic,1975,-6
USA,water_td_elec_W,Mid Atlantic,1975,-6
USA,water_td_elec_C,Mid Atlantic,1975,-6
USA,water_td_irr_UsaCstE_W,Mid Atlantic,1975,-6
USA,water_td_pri_W,Mid Atlantic,1975,-6
USA,water_td_ind_W,Mid Atlantic,1975,-6
USA,water_td_dom_W,Mid Atlantic,1975,-6
USA,water_td_an_C,Mid Atlantic,1975,-6
USA,water_td_pri_C,Mid Atlantic,1975,-6
USA,water_td_irr_UsaCstE_C,Mid Atlantic,1975,-6
USA,water_td_ind_C,Mid Atlantic,1975,-6
USA,water_td_dom_C,Mid Atlantic,1975,-6
USA,water_td_elec_C,Hawaii,1975,-6
USA,water_td_dom_W,Hawaii,1975,-6
USA,water_td_pri_W,Hawaii,1975,-6
USA,water_td_ind_C,Hawaii,1975,-6
USA,water_td_pri_C,Hawaii,1975,-6
USA,water_td_ind_W,Hawaii,1975,-6
USA,water_td_dom_C,Hawaii,1975,-6
Africa_Eastern,water_td_irr_NileR_C,Nile,1975,-6
Africa_Eastern,water_td_pri_W,Nile,1975,-6
Africa_Eastern,water_td_dom_W,Nile,1975,-6
Africa_Eastern,water_td_pri_C,Nile,1975,-6
Africa_Eastern,water_td_ind_W,Nile,1975,-6
Africa_Eastern,water_td_elec_W,Nile,1975,-6
Africa_Eastern,water_td_ind_C,Nile,1975,-6
Africa_Eastern,water_td_an_C,Nile,1975,-6
Africa_Eastern,water_td_irr_NileR_W,Nile,1975,-6
Africa_Eastern,water_td_an_W,Nile,1975,-6
Africa_Eastern,water_td_dom_C,Nile,1975,-6
Africa_Eastern,water_td_elec_C,Nile,1975,-6
Africa_Eastern,water_td_ind_C,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Eastern,water_td_pri_C,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Eastern,water_td_dom_W,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Eastern,water_td_dom_C,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Eastern,water_td_elec_C,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Eastern,water_td_elec_W,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Eastern,water_td_an_W,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Eastern,water_td_an_C,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Eastern,water_td_pri_W,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Eastern,water_td_irr_AfrCstNE_C,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Eastern,water_td_ind_W,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Eastern,water_td_irr_AfrCstNE_W,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Eastern,water_td_pri_C,Africa-North Interior,1975,-6
Africa_Eastern,water_td_elec_C,Africa-North Interior,1975,-6
Africa_Eastern,water_td_elec_W,Africa-North Interior,1975,-6
Africa_Eastern,water_td_dom_C,Africa-North Interior,1975,-6
Africa_Eastern,water_td_irr_AfrIntN_C,Africa-North Interior,1975,-6
Africa_Eastern,water_td_ind_W,Africa-North Interior,1975,-6
Africa_Eastern,water_td_pri_W,Africa-North Interior,1975,-6
Africa_Eastern,water_td_ind_C,Africa-North Interior,1975,-6
Africa_Eastern,water_td_an_W,Africa-North Interior,1975,-6
Africa_Eastern,water_td_irr_AfrIntN_W,Africa-North Interior,1975,-6
Africa_Eastern,water_td_dom_W,Africa-North Interior,1975,-6
Africa_Eastern,water_td_an_C,Africa-North Interior,1975,-6
Africa_Eastern,water_td_ind_W,Lake Chad,1975,-6
Africa_Eastern,water_td_ind_C,Lake Chad,1975,-6
Africa_Eastern,water_td_elec_W,Lake Chad,1975,-6
Africa_Eastern,water_td_elec_C,Lake Chad,1975,-6
Africa_Eastern,water_td_an_C,Lake Chad,1975,-6
Africa_Eastern,water_td_pri_C,Lake Chad,1975,-6
Africa_Eastern,water_td_an_W,Lake Chad,1975,-6
Africa_Eastern,water_td_dom_C,Lake Chad,1975,-6
Africa_Eastern,water_td_pri_W,Lake Chad,1975,-6
Africa_Eastern,water_td_irr_LChad_W,Lake Chad,1975,-6
Africa_Eastern,water_td_dom_W,Lake Chad,1975,-6
Africa_Eastern,water_td_irr_LChad_C,Lake Chad,1975,-6
Africa_Eastern,water_td_irr_ShebJubR_C,Shebelli-Juba,1975,-6
Africa_Eastern,water_td_dom_C,Shebelli-Juba,1975,-6
Africa_Eastern,water_td_elec_W,Shebelli-Juba,1975,-6
Africa_Eastern,water_td_an_C,Shebelli-Juba,1975,-6
Africa_Eastern,water_td_elec_C,Shebelli-Juba,1975,-6
Africa_Eastern,water_td_dom_W,Shebelli-Juba,1975,-6
Africa_Eastern,water_td_irr_ShebJubR_W,Shebelli-Juba,1975,-6
Africa_Eastern,water_td_pri_W,Shebelli-Juba,1975,-6
Africa_Eastern,water_td_ind_W,Shebelli-Juba,1975,-6
Africa_Eastern,water_td_ind_C,Shebelli-Juba,1975,-6
Africa_Eastern,water_td_an_W,Shebelli-Juba,1975,-6
Africa_Eastern,water_td_pri_C,Shebelli-Juba,1975,-6
Africa_Eastern,water_td_pri_C,Africa-East Central Coast,1975,-6
Africa_Eastern,water_td_pri_W,Africa-East Central Coast,1975,-6
Africa_Eastern,water_td_elec_C,Africa-East Central Coast,1975,-6
Africa_Eastern,water_td_ind_W,Africa-East Central Coast,1975,-6
Africa_Eastern,water_td_irr_AfrCstE_C,Africa-East Central Coast,1975,-6
Africa_Eastern,water_td_dom_C,Africa-East Central Coast,1975,-6
Africa_Eastern,water_td_an_W,Africa-East Central Coast,1975,-6
Africa_Eastern,water_td_ind_C,Africa-East Central Coast,1975,-6
Africa_Eastern,water_td_dom_W,Africa-East Central Coast,1975,-6
Africa_Eastern,water_td_an_C,Africa-East Central Coast,1975,-6
Africa_Eastern,water_td_irr_AfrCstE_W,Africa-East Central Coast,1975,-6
Africa_Eastern,water_td_elec_W,Africa-East Central Coast,1975,-6
Africa_Eastern,water_td_elec_W,Madasgacar,1975,-6
Africa_Eastern,water_td_an_W,Madasgacar,1975,-6
Africa_Eastern,water_td_ind_C,Madasgacar,1975,-6
Africa_Eastern,water_td_dom_C,Madasgacar,1975,-6
Africa_Eastern,water_td_an_C,Madasgacar,1975,-6
Africa_Eastern,water_td_irr_Madasgacar_C,Madasgacar,1975,-6
Africa_Eastern,water_td_pri_W,Madasgacar,1975,-6
Africa_Eastern,water_td_dom_W,Madasgacar,1975,-6
Africa_Eastern,water_td_irr_Madasgacar_W,Madasgacar,1975,-6
Africa_Eastern,water_td_pri_C,Madasgacar,1975,-6
Africa_Eastern,water_td_elec_C,Madasgacar,1975,-6
Africa_Eastern,water_td_ind_W,Madasgacar,1975,-6
Africa_Eastern,water_td_dom_W,Rift Valley,1975,-6
Africa_Eastern,water_td_irr_RiftValley_C,Rift Valley,1975,-6
Africa_Eastern,water_td_irr_RiftValley_W,Rift Valley,1975,-6
Africa_Eastern,water_td_ind_W,Rift Valley,1975,-6
Africa_Eastern,water_td_pri_W,Rift Valley,1975,-6
Africa_Eastern,water_td_ind_C,Rift Valley,1975,-6
Africa_Eastern,water_td_an_C,Rift Valley,1975,-6
Africa_Eastern,water_td_elec_C,Rift Valley,1975,-6
Africa_Eastern,water_td_dom_C,Rift Valley,1975,-6
Africa_Eastern,water_td_elec_W,Rift Valley,1975,-6
Africa_Eastern,water_td_pri_C,Rift Valley,1975,-6
Africa_Eastern,water_td_an_W,Rift Valley,1975,-6
Africa_Eastern,water_td_elec_C,Congo,1975,-6
Africa_Eastern,water_td_irr_CongoR_C,Congo,1975,-6
Africa_Eastern,water_td_an_C,Congo,1975,-6
Africa_Eastern,water_td_an_W,Congo,1975,-6
Africa_Eastern,water_td_dom_W,Congo,1975,-6
Africa_Eastern,water_td_ind_W,Congo,1975,-6
Africa_Eastern,water_td_dom_C,Congo,1975,-6
Africa_Eastern,water_td_pri_W,Congo,1975,-6
Africa_Eastern,water_td_irr_CongoR_W,Congo,1975,-6
Africa_Eastern,water_td_pri_C,Congo,1975,-6
Africa_Eastern,water_td_elec_W,Congo,1975,-6
Africa_Eastern,water_td_ind_C,Congo,1975,-6
Africa_Northern,water_td_pri_C,Mediterranean Sea-East Coast,1975,-6
Africa_Northern,water_td_ind_C,Mediterranean Sea-East Coast,1975,-6
Africa_Northern,water_td_an_C,Mediterranean Sea-East Coast,1975,-6
Africa_Northern,water_td_irr_MeditE_C,Mediterranean Sea-East Coast,1975,-6
Africa_Northern,water_td_irr_MeditE_W,Mediterranean Sea-East Coast,1975,-6
Africa_Northern,water_td_dom_W,Mediterranean Sea-East Coast,1975,-6
Africa_Northern,water_td_elec_W,Mediterranean Sea-East Coast,1975,-6
Africa_Northern,water_td_elec_C,Mediterranean Sea-East Coast,1975,-6
Africa_Northern,water_td_an_W,Mediterranean Sea-East Coast,1975,-6
Africa_Northern,water_td_pri_W,Mediterranean Sea-East Coast,1975,-6
Africa_Northern,water_td_dom_C,Mediterranean Sea-East Coast,1975,-6
Africa_Northern,water_td_ind_W,Mediterranean Sea-East Coast,1975,-6
Africa_Northern,water_td_elec_C,Mediterranean South Coast,1975,-6
Africa_Northern,water_td_pri_W,Mediterranean South Coast,1975,-6
Africa_Northern,water_td_an_W,Mediterranean South Coast,1975,-6
Africa_Northern,water_td_dom_C,Mediterranean South Coast,1975,-6
Africa_Northern,water_td_elec_W,Mediterranean South Coast,1975,-6
Africa_Northern,water_td_ind_C,Mediterranean South Coast,1975,-6
Africa_Northern,water_td_ind_W,Mediterranean South Coast,1975,-6
Africa_Northern,water_td_dom_W,Mediterranean South Coast,1975,-6
Africa_Northern,water_td_irr_MeditS_C,Mediterranean South Coast,1975,-6
Africa_Northern,water_td_an_C,Mediterranean South Coast,1975,-6
Africa_Northern,water_td_pri_C,Mediterranean South Coast,1975,-6
Africa_Northern,water_td_irr_MeditS_W,Mediterranean South Coast,1975,-6
Africa_Northern,water_td_pri_W,Africa-North West Coast,1975,-6
Africa_Northern,water_td_irr_AfrCstNW_W,Africa-North West Coast,1975,-6
Africa_Northern,water_td_irr_AfrCstNW_C,Africa-North West Coast,1975,-6
Africa_Northern,water_td_elec_C,Africa-North West Coast,1975,-6
Africa_Northern,water_td_dom_C,Africa-North West Coast,1975,-6
Africa_Northern,water_td_an_W,Africa-North West Coast,1975,-6
Africa_Northern,water_td_ind_W,Africa-North West Coast,1975,-6
Africa_Northern,water_td_ind_C,Africa-North West Coast,1975,-6
Africa_Northern,water_td_dom_W,Africa-North West Coast,1975,-6
Africa_Northern,water_td_an_C,Africa-North West Coast,1975,-6
Africa_Northern,water_td_pri_C,Africa-North West Coast,1975,-6
Africa_Northern,water_td_elec_W,Africa-North West Coast,1975,-6
Africa_Northern,water_td_ind_C,Nile,1975,-6
Africa_Northern,water_td_ind_W,Nile,1975,-6
Africa_Northern,water_td_elec_W,Nile,1975,-6
Africa_Northern,water_td_pri_C,Nile,1975,-6
Africa_Northern,water_td_elec_C,Nile,1975,-6
Africa_Northern,water_td_an_C,Nile,1975,-6
Africa_Northern,water_td_irr_NileR_W,Nile,1975,-6
Africa_Northern,water_td_irr_NileR_C,Nile,1975,-6
Africa_Northern,water_td_dom_W,Nile,1975,-6
Africa_Northern,water_td_dom_C,Nile,1975,-6
Africa_Northern,water_td_pri_W,Nile,1975,-6
Africa_Northern,water_td_an_W,Nile,1975,-6
Africa_Northern,water_td_irr_DeadSea_C,Dead Sea,1975,-6
Africa_Northern,water_td_irr_DeadSea_W,Dead Sea,1975,-6
Africa_Northern,water_td_pri_C,Sinai Peninsula,1975,-6
Africa_Northern,water_td_irr_SinaiP_W,Sinai Peninsula,1975,-6
Africa_Northern,water_td_ind_C,Sinai Peninsula,1975,-6
Africa_Northern,water_td_dom_W,Sinai Peninsula,1975,-6
Africa_Northern,water_td_dom_C,Sinai Peninsula,1975,-6
Africa_Northern,water_td_pri_W,Sinai Peninsula,1975,-6
Africa_Northern,water_td_elec_W,Sinai Peninsula,1975,-6
Africa_Northern,water_td_elec_C,Sinai Peninsula,1975,-6
Africa_Northern,water_td_an_C,Sinai Peninsula,1975,-6
Africa_Northern,water_td_irr_SinaiP_C,Sinai Peninsula,1975,-6
Africa_Northern,water_td_an_W,Sinai Peninsula,1975,-6
Africa_Northern,water_td_ind_W,Sinai Peninsula,1975,-6
Africa_Northern,water_td_ind_W,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Northern,water_td_dom_C,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Northern,water_td_an_C,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Northern,water_td_pri_C,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Northern,water_td_elec_W,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Northern,water_td_irr_AfrCstNE_C,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Northern,water_td_irr_AfrCstNE_W,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Northern,water_td_pri_W,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Northern,water_td_elec_C,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Northern,water_td_dom_W,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Northern,water_td_an_W,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Northern,water_td_ind_C,Africa-Red Sea-Gulf of Aden Coast,1975,-6
Africa_Northern,water_td_irr_AfrIntN_W,Africa-North Interior,1975,-6
Africa_Northern,water_td_pri_W,Africa-North Interior,1975,-6
Africa_Northern,water_td_dom_C,Africa-North Interior,1975,-6
Africa_Northern,water_td_pri_C,Africa-North Interior,1975,-6
Africa_Northern,water_td_elec_C,Africa-North Interior,1975,-6
Africa_Northern,water_td_irr_AfrIntN_C,Africa-North Interior,1975,-6
Africa_Northern,water_td_elec_W,Africa-North Interior,1975,-6
Africa_Northern,water_td_ind_W,Africa-North Interior,1975,-6
Africa_Northern,water_td_an_W,Africa-North Interior,1975,-6
