INPUT_TABLE
Variable ID
SubsectorLogit

region,supplysector,subsector,logit.year.fillout,logit.exponent
European Free Trade Association,water_td_ind_W,Iceland,1975,-6
European Free Trade Association,water_td_irr_Iceland_C,Iceland,1975,-6
European Free Trade Association,water_td_dom_W,Iceland,1975,-6
European Free Trade Association,water_td_an_W,Iceland,1975,-6
European Free Trade Association,water_td_ind_C,Iceland,1975,-6
European Free Trade Association,water_td_elec_C,Iceland,1975,-6
European Free Trade Association,water_td_an_C,Sweden,1975,-6
European Free Trade Association,water_td_dom_C,Sweden,1975,-6
European Free Trade Association,water_td_pri_C,Sweden,1975,-6
European Free Trade Association,water_td_dom_W,Sweden,1975,-6
European Free Trade Association,water_td_irr_Sweden_W,Sweden,1975,-6
European Free Trade Association,water_td_pri_W,Sweden,1975,-6
European Free Trade Association,water_td_irr_Sweden_C,Sweden,1975,-6
European Free Trade Association,water_td_ind_W,Sweden,1975,-6
European Free Trade Association,water_td_elec_W,Sweden,1975,-6
European Free Trade Association,water_td_elec_C,Sweden,1975,-6
European Free Trade Association,water_td_an_W,Sweden,1975,-6
European Free Trade Association,water_td_ind_C,Sweden,1975,-6
European Free Trade Association,water_td_irr_RhineR_C,Rhine,1975,-6
European Free Trade Association,water_td_dom_C,Rhine,1975,-6
European Free Trade Association,water_td_elec_C,Rhine,1975,-6
European Free Trade Association,water_td_dom_W,Rhine,1975,-6
European Free Trade Association,water_td_irr_RhineR_W,Rhine,1975,-6
European Free Trade Association,water_td_an_C,Rhine,1975,-6
European Free Trade Association,water_td_ind_C,Rhine,1975,-6
European Free Trade Association,water_td_pri_W,Rhine,1975,-6
European Free Trade Association,water_td_an_W,Rhine,1975,-6
European Free Trade Association,water_td_ind_W,Rhine,1975,-6
European Free Trade Association,water_td_elec_W,Rhine,1975,-6
European Free Trade Association,water_td_pri_C,Rhine,1975,-6
European Free Trade Association,water_td_elec_C,Danube,1975,-6
European Free Trade Association,water_td_an_W,Danube,1975,-6
European Free Trade Association,water_td_dom_W,Danube,1975,-6
European Free Trade Association,water_td_an_C,Danube,1975,-6
European Free Trade Association,water_td_ind_W,Danube,1975,-6
European Free Trade Association,water_td_elec_W,Danube,1975,-6
European Free Trade Association,water_td_irr_DanubeR_C,Danube,1975,-6
European Free Trade Association,water_td_ind_C,Danube,1975,-6
European Free Trade Association,water_td_irr_DanubeR_W,Danube,1975,-6
European Free Trade Association,water_td_dom_C,Danube,1975,-6
European Free Trade Association,water_td_pri_W,Danube,1975,-6
European Free Trade Association,water_td_pri_C,Danube,1975,-6
European Free Trade Association,water_td_irr_PoR_C,Po,1975,-6
European Free Trade Association,water_td_ind_C,Po,1975,-6
European Free Trade Association,water_td_elec_C,Po,1975,-6
European Free Trade Association,water_td_pri_W,Po,1975,-6
European Free Trade Association,water_td_ind_W,Po,1975,-6
European Free Trade Association,water_td_an_W,Po,1975,-6
European Free Trade Association,water_td_an_C,Po,1975,-6
European Free Trade Association,water_td_irr_PoR_W,Po,1975,-6
European Free Trade Association,water_td_dom_C,Po,1975,-6
European Free Trade Association,water_td_elec_W,Po,1975,-6
European Free Trade Association,water_td_pri_C,Po,1975,-6
European Free Trade Association,water_td_dom_W,Po,1975,-6
European Free Trade Association,water_td_pri_W,Rhone,1975,-6
European Free Trade Association,water_td_ind_C,Rhone,1975,-6
European Free Trade Association,water_td_an_C,Rhone,1975,-6
European Free Trade Association,water_td_elec_C,Rhone,1975,-6
European Free Trade Association,water_td_elec_W,Rhone,1975,-6
European Free Trade Association,water_td_dom_W,Rhone,1975,-6
European Free Trade Association,water_td_pri_C,Rhone,1975,-6
European Free Trade Association,water_td_ind_W,Rhone,1975,-6
European Free Trade Association,water_td_irr_RhoneR_W,Rhone,1975,-6
European Free Trade Association,water_td_dom_C,Rhone,1975,-6
European Free Trade Association,water_td_irr_RhoneR_C,Rhone,1975,-6
European Free Trade Association,water_td_an_W,Rhone,1975,-6
India,water_td_elec_C,Indus,1975,-6
India,water_td_dom_C,Indus,1975,-6
India,water_td_pri_C,Indus,1975,-6
India,water_td_an_C,Indus,1975,-6
India,water_td_irr_IndusR_C,Indus,1975,-6
India,water_td_irr_IndusR_W,Indus,1975,-6
India,water_td_an_W,Indus,1975,-6
India,water_td_ind_C,Indus,1975,-6
India,water_td_dom_W,Indus,1975,-6
India,water_td_ind_W,Indus,1975,-6
India,water_td_elec_W,Indus,1975,-6
India,water_td_pri_W,Indus,1975,-6
India,water_td_ind_C,Sabarmati,1975,-6
India,water_td_ind_W,Sabarmati,1975,-6
India,water_td_pri_W,Sabarmati,1975,-6
India,water_td_an_W,Sabarmati,1975,-6
India,water_td_irr_SabarmatiR_W,Sabarmati,1975,-6
India,water_td_elec_C,Sabarmati,1975,-6
India,water_td_dom_W,Sabarmati,1975,-6
India,water_td_elec_W,Sabarmati,1975,-6
India,water_td_pri_C,Sabarmati,1975,-6
India,water_td_dom_C,Sabarmati,1975,-6
India,water_td_an_C,Sabarmati,1975,-6
India,water_td_irr_SabarmatiR_C,Sabarmati,1975,-6
India,water_td_dom_C,Ganges-Bramaputra,1975,-6
India,water_td_an_W,Ganges-Bramaputra,1975,-6
India,water_td_irr_GangesR_W,Ganges-Bramaputra,1975,-6
India,water_td_elec_C,Ganges-Bramaputra,1975,-6
India,water_td_ind_C,Ganges-Bramaputra,1975,-6
India,water_td_irr_GangesR_C,Ganges-Bramaputra,1975,-6
India,water_td_dom_W,Ganges-Bramaputra,1975,-6
India,water_td_ind_W,Ganges-Bramaputra,1975,-6
India,water_td_pri_W,Ganges-Bramaputra,1975,-6
India,water_td_an_C,Ganges-Bramaputra,1975,-6
India,water_td_pri_C,Ganges-Bramaputra,1975,-6
India,water_td_elec_W,Ganges-Bramaputra,1975,-6
India,water_td_elec_W,Mahi,1975,-6
India,water_td_elec_C,Mahi,1975,-6
India,water_td_irr_MahiR_C,Mahi,1975,-6
India,water_td_ind_W,Mahi,1975,-6
India,water_td_an_W,Mahi,1975,-6
India,water_td_pri_W,Mahi,1975,-6
India,water_td_irr_MahiR_W,Mahi,1975,-6
India,water_td_dom_W,Mahi,1975,-6
India,water_td_ind_C,Mahi,1975,-6
India,water_td_an_C,Mahi,1975,-6
India,water_td_dom_C,Mahi,1975,-6
India,water_td_pri_C,Mahi,1975,-6
India,water_td_pri_W,Bay of Bengal-North East Coast,1975,-6
India,water_td_an_C,Bay of Bengal-North East Coast,1975,-6
India,water_td_an_W,Bay of Bengal-North East Coast,1975,-6
India,water_td_irr_BengalBay_W,Bay of Bengal-North East Coast,1975,-6
India,water_td_dom_C,Bay of Bengal-North East Coast,1975,-6
India,water_td_pri_C,Bay of Bengal-North East Coast,1975,-6
India,water_td_elec_W,Bay of Bengal-North East Coast,1975,-6
India,water_td_ind_C,Bay of Bengal-North East Coast,1975,-6
India,water_td_irr_BengalBay_C,Bay of Bengal-North East Coast,1975,-6
India,water_td_ind_W,Bay of Bengal-North East Coast,1975,-6
India,water_td_elec_C,Bay of Bengal-North East Coast,1975,-6
India,water_td_dom_W,Bay of Bengal-North East Coast,1975,-6
India,water_td_elec_C,Tapti,1975,-6
India,water_td_ind_W,Tapti,1975,-6
India,water_td_dom_W,Tapti,1975,-6
India,water_td_pri_C,Tapti,1975,-6
India,water_td_dom_C,Tapti,1975,-6
India,water_td_an_W,Tapti,1975,-6
India,water_td_pri_W,Tapti,1975,-6
India,water_td_elec_W,Tapti,1975,-6
India,water_td_an_C,Tapti,1975,-6
India,water_td_ind_C,Tapti,1975,-6
India,water_td_irr_TaptiR_W,Tapti,1975,-6
India,water_td_irr_TaptiR_C,Tapti,1975,-6
India,water_td_ind_C,Yasai,1975,-6
India,water_td_an_W,Yasai,1975,-6
India,water_td_pri_C,Yasai,1975,-6
India,water_td_dom_C,Yasai,1975,-6
India,water_td_ind_W,Yasai,1975,-6
India,water_td_elec_C,Yasai,1975,-6
India,water_td_an_C,Yasai,1975,-6
India,water_td_elec_W,Yasai,1975,-6
India,water_td_dom_W,Yasai,1975,-6
India,water_td_pri_W,Yasai,1975,-6
India,water_td_irr_BengalW_W,Yasai,1975,-6
India,water_td_irr_BengalW_C,Yasai,1975,-6
India,water_td_dom_C,Brahamani,1975,-6
India,water_td_elec_W,Brahamani,1975,-6
India,water_td_an_W,Brahamani,1975,-6
India,water_td_elec_C,Brahamani,1975,-6
India,water_td_dom_W,Brahamani,1975,-6
India,water_td_irr_BrahmaniR_W,Brahamani,1975,-6
India,water_td_pri_C,Brahamani,1975,-6
India,water_td_ind_C,Brahamani,1975,-6
India,water_td_ind_W,Brahamani,1975,-6
India,water_td_pri_W,Brahamani,1975,-6
India,water_td_an_C,Brahamani,1975,-6
India,water_td_irr_BrahmaniR_C,Brahamani,1975,-6
India,water_td_elec_C,Mahandi,1975,-6
India,water_td_pri_C,Mahandi,1975,-6
India,water_td_ind_C,Mahandi,1975,-6
India,water_td_pri_W,Mahandi,1975,-6
India,water_td_irr_MahanadiR_W,Mahandi,1975,-6
India,water_td_an_C,Mahandi,1975,-6
India,water_td_dom_C,Mahandi,1975,-6
India,water_td_elec_W,Mahandi,1975,-6
India,water_td_ind_W,Mahandi,1975,-6
India,water_td_dom_W,Mahandi,1975,-6
India,water_td_an_W,Mahandi,1975,-6
India,water_td_irr_MahanadiR_C,Mahandi,1975,-6
India,water_td_an_C,Godavari,1975,-6
India,water_td_dom_C,Godavari,1975,-6
India,water_td_dom_W,Godavari,1975,-6
India,water_td_irr_GodavariR_C,Godavari,1975,-6
India,water_td_an_W,Godavari,1975,-6
India,water_td_pri_W,Godavari,1975,-6
India,water_td_ind_C,Godavari,1975,-6
India,water_td_ind_W,Godavari,1975,-6
India,water_td_irr_GodavariR_W,Godavari,1975,-6
India,water_td_elec_W,Godavari,1975,-6
India,water_td_pri_C,Godavari,1975,-6
India,water_td_elec_C,Godavari,1975,-6
India,water_td_an_W,India North East Coast,1975,-6
India,water_td_dom_W,India North East Coast,1975,-6
India,water_td_ind_W,India North East Coast,1975,-6
India,water_td_elec_C,India North East Coast,1975,-6
India,water_td_dom_C,India North East Coast,1975,-6
India,water_td_pri_C,India North East Coast,1975,-6
India,water_td_pri_W,India North East Coast,1975,-6
India,water_td_irr_IndCstNE_W,India North East Coast,1975,-6
India,water_td_irr_IndCstNE_C,India North East Coast,1975,-6
India,water_td_elec_W,India North East Coast,1975,-6
India,water_td_an_C,India North East Coast,1975,-6
India,water_td_ind_C,India North East Coast,1975,-6
India,water_td_ind_W,India West Coast,1975,-6
India,water_td_elec_W,India West Coast,1975,-6
India,water_td_irr_IndCstW_C,India West Coast,1975,-6
India,water_td_an_C,India West Coast,1975,-6
India,water_td_dom_W,India West Coast,1975,-6
India,water_td_elec_C,India West Coast,1975,-6
India,water_td_pri_W,India West Coast,1975,-6
India,water_td_pri_C,India West Coast,1975,-6
India,water_td_irr_IndCstW_W,India West Coast,1975,-6
India,water_td_an_W,India West Coast,1975,-6
India,water_td_dom_C,India West Coast,1975,-6
India,water_td_ind_C,India West Coast,1975,-6
India,water_td_ind_C,Irrawaddy,1975,-6
India,water_td_elec_C,Irrawaddy,1975,-6
India,water_td_an_C,Irrawaddy,1975,-6
India,water_td_irr_IrrawaddyR_W,Irrawaddy,1975,-6
India,water_td_elec_W,Irrawaddy,1975,-6
India,water_td_ind_W,Irrawaddy,1975,-6
India,water_td_irr_IrrawaddyR_C,Irrawaddy,1975,-6
India,water_td_pri_W,Irrawaddy,1975,-6
India,water_td_an_W,Irrawaddy,1975,-6
India,water_td_dom_C,Irrawaddy,1975,-6
India,water_td_dom_W,Irrawaddy,1975,-6
India,water_td_pri_C,Irrawaddy,1975,-6
India,water_td_irr_KrishnaR_W,Krishna,1975,-6
India,water_td_an_C,Krishna,1975,-6
India,water_td_dom_C,Krishna,1975,-6
India,water_td_irr_KrishnaR_C,Krishna,1975,-6
India,water_td_dom_W,Krishna,1975,-6
India,water_td_ind_W,Krishna,1975,-6
India,water_td_elec_C,Krishna,1975,-6
India,water_td_pri_W,Krishna,1975,-6
India,water_td_elec_W,Krishna,1975,-6
India,water_td_ind_C,Krishna,1975,-6
India,water_td_pri_C,Krishna,1975,-6
India,water_td_an_W,Krishna,1975,-6
India,water_td_elec_W,India East Coast,1975,-6
India,water_td_irr_IndCstE_C,India East Coast,1975,-6
India,water_td_an_C,India East Coast,1975,-6
India,water_td_dom_C,India East Coast,1975,-6
India,water_td_pri_C,India East Coast,1975,-6
India,water_td_pri_W,India East Coast,1975,-6
India,water_td_ind_C,India East Coast,1975,-6
India,water_td_an_W,India East Coast,1975,-6
India,water_td_dom_W,India East Coast,1975,-6
India,water_td_irr_IndCstE_W,India East Coast,1975,-6
India,water_td_elec_C,India East Coast,1975,-6
India,water_td_ind_W,India East Coast,1975,-6
India,water_td_ind_W,Pennar,1975,-6
India,water_td_dom_W,Pennar,1975,-6
India,water_td_elec_W,Pennar,1975,-6
India,water_td_irr_PennarR_W,Pennar,1975,-6
India,water_td_dom_C,Pennar,1975,-6
India,water_td_an_C,Pennar,1975,-6
India,water_td_pri_W,Pennar,1975,-6
India,water_td_ind_C,Pennar,1975,-6
India,water_td_irr_PennarR_C,Pennar,1975,-6
India,water_td_pri_C,Pennar,1975,-6
India,water_td_elec_C,Pennar,1975,-6
India,water_td_an_W,Pennar,1975,-6
India,water_td_ind_C,Cauvery,1975,-6
India,water_td_dom_C,Cauvery,1975,-6
India,water_td_elec_W,Cauvery,1975,-6
India,water_td_pri_W,Cauvery,1975,-6
India,water_td_an_W,Cauvery,1975,-6
India,water_td_elec_C,Cauvery,1975,-6
India,water_td_dom_W,Cauvery,1975,-6
India,water_td_irr_CauveryR_C,Cauvery,1975,-6
India,water_td_irr_CauveryR_W,Cauvery,1975,-6
India,water_td_ind_W,Cauvery,1975,-6
India,water_td_pri_C,Cauvery,1975,-6
India,water_td_an_C,Cauvery,1975,-6
India,water_td_dom_W,India South Coast,1975,-6
India,water_td_an_W,India South Coast,1975,-6
India,water_td_irr_IndCstS_C,India South Coast,1975,-6
India,water_td_pri_C,India South Coast,1975,-6
India,water_td_ind_C,India South Coast,1975,-6
India,water_td_an_C,India South Coast,1975,-6
India,water_td_dom_C,India South Coast,1975,-6
India,water_td_ind_W,India South Coast,1975,-6
India,water_td_irr_IndCstS_W,India South Coast,1975,-6
India,water_td_pri_W,India South Coast,1975,-6
India,water_td_elec_C,India South Coast,1975,-6
India,water_td_elec_W,India South Coast,1975,-6
India,water_td_elec_C,Narmada,1975,-6
India,water_td_ind_W,Narmada,1975,-6
India,water_td_dom_C,Narmada,1975,-6
India,water_td_elec_W,Narmada,1975,-6
India,water_td_an_W,Narmada,1975,-6
India,water_td_irr_NarmadaR_W,Narmada,1975,-6
India,water_td_dom_W,Narmada,1975,-6
India,water_td_an_C,Narmada,1975,-6
India,water_td_pri_C,Narmada,1975,-6
India,water_td_ind_C,Narmada,1975,-6
India,water_td_irr_NarmadaR_C,Narmada,1975,-6
India,water_td_pri_W,Narmada,1975,-6
Indonesia,water_td_ind_W,Palau and East Indonesia,1975,-6
Indonesia,water_td_elec_W,Palau and East Indonesia,1975,-6
Indonesia,water_td_elec_C,Palau and East Indonesia,1975,-6
Indonesia,water_td_an_C,Palau and East Indonesia,1975,-6
Indonesia,water_td_pri_W,Palau and East Indonesia,1975,-6
Indonesia,water_td_irr_IdnE_C,Palau and East Indonesia,1975,-6
Indonesia,water_td_an_W,Palau and East Indonesia,1975,-6
Indonesia,water_td_pri_C,Palau and East Indonesia,1975,-6
Indonesia,water_td_dom_C,Palau and East Indonesia,1975,-6
Indonesia,water_td_ind_C,Palau and East Indonesia,1975,-6
Indonesia,water_td_dom_W,Palau and East Indonesia,1975,-6
Indonesia,water_td_irr_IdnE_W,Palau and East Indonesia,1975,-6
Indonesia,water_td_an_C,North Borneo Coast,1975,-6
Indonesia,water_td_ind_W,North Borneo Coast,1975,-6
Indonesia,water_td_dom_W,North Borneo Coast,1975,-6
Indonesia,water_td_elec_W,North Borneo Coast,1975,-6
Indonesia,water_td_irr_BorneoCstN_C,North Borneo Coast,1975,-6
Indonesia,water_td_elec_C,North Borneo Coast,1975,-6
Indonesia,water_td_ind_C,North Borneo Coast,1975,-6
Indonesia,water_td_dom_C,North Borneo Coast,1975,-6
Indonesia,water_td_irr_BorneoCstN_W,North Borneo Coast,1975,-6
Indonesia,water_td_pri_W,North Borneo Coast,1975,-6
Indonesia,water_td_an_W,North Borneo Coast,1975,-6
Indonesia,water_td_pri_C,North Borneo Coast,1975,-6
Indonesia,water_td_pri_C,Sumatra,1975,-6
Indonesia,water_td_irr_Sumatra_W,Sumatra,1975,-6
Indonesia,water_td_ind_C,Sumatra,1975,-6
Indonesia,water_td_dom_C,Sumatra,1975,-6
Indonesia,water_td_elec_C,Sumatra,1975,-6
Indonesia,water_td_an_C,Sumatra,1975,-6
Indonesia,water_td_elec_W,Sumatra,1975,-6
Indonesia,water_td_irr_Sumatra_C,Sumatra,1975,-6
Indonesia,water_td_pri_W,Sumatra,1975,-6
Indonesia,water_td_dom_W,Sumatra,1975,-6
Indonesia,water_td_ind_W,Sumatra,1975,-6
Indonesia,water_td_an_W,Sumatra,1975,-6
Indonesia,water_td_ind_W,Sulawesi,1975,-6
Indonesia,water_td_an_C,Sulawesi,1975,-6
Indonesia,water_td_dom_C,Sulawesi,1975,-6
Indonesia,water_td_ind_C,Sulawesi,1975,-6
Indonesia,water_td_irr_Sulawesi_W,Sulawesi,1975,-6
Indonesia,water_td_pri_C,Sulawesi,1975,-6
Indonesia,water_td_elec_W,Sulawesi,1975,-6
Indonesia,water_td_dom_W,Sulawesi,1975,-6
Indonesia,water_td_elec_C,Sulawesi,1975,-6
Indonesia,water_td_an_W,Sulawesi,1975,-6
Indonesia,water_td_irr_Sulawesi_C,Sulawesi,1975,-6
Indonesia,water_td_pri_W,Sulawesi,1975,-6
Indonesia,water_td_irr_Kalimantan_C,Kalimantan,1975,-6
Indonesia,water_td_ind_W,Kalimantan,1975,-6
Indonesia,water_td_pri_W,Kalimantan,1975,-6
Indonesia,water_td_dom_C,Kalimantan,1975,-6
Indonesia,water_td_elec_W,Kalimantan,1975,-6
Indonesia,water_td_dom_W,Kalimantan,1975,-6
Indonesia,water_td_ind_C,Kalimantan,1975,-6
Indonesia,water_td_an_W,Kalimantan,1975,-6
Indonesia,water_td_irr_Kalimantan_W,Kalimantan,1975,-6
Indonesia,water_td_an_C,Kalimantan,1975,-6
Indonesia,water_td_elec_C,Kalimantan,1975,-6
Indonesia,water_td_pri_C,Kalimantan,1975,-6
Indonesia,water_td_ind_W,Irian Jaya Coast,1975,-6
Indonesia,water_td_an_C,Irian Jaya Coast,1975,-6
Indonesia,water_td_elec_C,Irian Jaya Coast,1975,-6
Indonesia,water_td_dom_W,Irian Jaya Coast,1975,-6
Indonesia,water_td_pri_C,Irian Jaya Coast,1975,-6
Indonesia,water_td_ind_C,Irian Jaya Coast,1975,-6
Indonesia,water_td_irr_IrianJaya_W,Irian Jaya Coast,1975,-6
Indonesia,water_td_dom_C,Irian Jaya Coast,1975,-6
Indonesia,water_td_an_W,Irian Jaya Coast,1975,-6
Indonesia,water_td_pri_W,Irian Jaya Coast,1975,-6
Indonesia,water_td_irr_IrianJaya_C,Irian Jaya Coast,1975,-6
Indonesia,water_td_elec_W,Irian Jaya Coast,1975,-6
Indonesia,water_td_dom_C,Java-Timor,1975,-6
Indonesia,water_td_irr_JavaTimor_W,Java-Timor,1975,-6
Indonesia,water_td_ind_C,Java-Timor,1975,-6
Indonesia,water_td_ind_W,Java-Timor,1975,-6
Indonesia,water_td_irr_JavaTimor_C,Java-Timor,1975,-6
Indonesia,water_td_pri_C,Java-Timor,1975,-6
Indonesia,water_td_elec_W,Java-Timor,1975,-6
Indonesia,water_td_dom_W,Java-Timor,1975,-6
Indonesia,water_td_an_W,Java-Timor,1975,-6
Indonesia,water_td_elec_C,Java-Timor,1975,-6
Indonesia,water_td_pri_W,Java-Timor,1975,-6
Indonesia,water_td_an_C,Java-Timor,1975,-6
Indonesia,water_td_irr_SepikR_C,Sepik,1975,-6
Indonesia,water_td_irr_SepikR_W,Sepik,1975,-6
Indonesia,water_td_elec_C,Fly,1975,-6
Indonesia,water_td_pri_C,Fly,1975,-6
Indonesia,water_td_irr_FlyR_C,Fly,1975,-6
Indonesia,water_td_pri_W,Fly,1975,-6
Indonesia,water_td_irr_FlyR_W,Fly,1975,-6
Indonesia,water_td_elec_W,Fly,1975,-6
Indonesia,water_td_dom_C,Fly,1975,-6
Indonesia,water_td_dom_W,Fly,1975,-6
Indonesia,water_td_an_W,Fly,1975,-6
Indonesia,water_td_ind_W,Fly,1975,-6
Indonesia,water_td_an_C,Fly,1975,-6
Indonesia,water_td_ind_C,Fly,1975,-6
Japan,water_td_ind_W,Japan,1975,-6
Japan,water_td_dom_W,Japan,1975,-6
Japan,water_td_pri_W,Japan,1975,-6
Japan,water_td_an_W,Japan,1975,-6
Japan,water_td_elec_W,Japan,1975,-6
Japan,water_td_ind_C,Japan,1975,-6
Japan,water_td_elec_C,Japan,1975,-6
Japan,water_td_an_C,Japan,1975,-6
Japan,water_td_irr_Japan_C,Japan,1975,-6
Japan,water_td_dom_C,Japan,1975,-6
Japan,water_td_irr_Japan_W,Japan,1975,-6
Japan,water_td_pri_C,Japan,1975,-6
Japan,water_td_irr_Taiwan_W,Taiwan,1975,-6
Japan,water_td_irr_Taiwan_C,Taiwan,1975,-6
Mexico,water_td_irr_MexBaja_C,Baja California,1975,-6
Mexico,water_td_irr_MexBaja_W,Baja California,1975,-6
Mexico,water_td_dom_C,Baja California,1975,-6
Mexico,water_td_pri_C,Baja California,1975,-6
Mexico,water_td_ind_W,Baja California,1975,-6
Mexico,water_td_elec_W,Baja California,1975,-6
Mexico,water_td_an_C,Baja California,1975,-6
Mexico,water_td_elec_C,Baja California,1975,-6
Mexico,water_td_an_W,Baja California,1975,-6
Mexico,water_td_dom_W,Baja California,1975,-6
Mexico,water_td_ind_C,Baja California,1975,-6
Mexico,water_td_pri_W,Baja California,1975,-6
Mexico,water_td_an_W,Mexico-Northwest Coast,1975,-6
Mexico,water_td_irr_MexCstNW_W,Mexico-Northwest Coast,1975,-6
Mexico,water_td_pri_W,Mexico-Northwest Coast,1975,-6
Mexico,water_td_pri_C,Mexico-Northwest Coast,1975,-6
Mexico,water_td_elec_W,Mexico-Northwest Coast,1975,-6
Mexico,water_td_an_C,Mexico-Northwest Coast,1975,-6
Mexico,water_td_dom_C,Mexico-Northwest Coast,1975,-6
Mexico,water_td_elec_C,Mexico-Northwest Coast,1975,-6
Mexico,water_td_irr_MexCstNW_C,Mexico-Northwest Coast,1975,-6
Mexico,water_td_dom_W,Mexico-Northwest Coast,1975,-6
Mexico,water_td_ind_W,Mexico-Northwest Coast,1975,-6
Mexico,water_td_ind_C,Mexico-Northwest Coast,1975,-6
Mexico,water_td_elec_W,North Gulf,1975,-6
Mexico,water_td_ind_W,North Gulf,1975,-6
Mexico,water_td_irr_MexGulf_C,North Gulf,1975,-6
Mexico,water_td_irr_MexGulf_W,North Gulf,1975,-6
Mexico,water_td_pri_W,North Gulf,1975,-6
Mexico,water_td_elec_C,North Gulf,1975,-6
Mexico,water_td_dom_C,North Gulf,1975,-6
Mexico,water_td_an_C,North Gulf,1975,-6
Mexico,water_td_an_W,North Gulf,1975,-6
Mexico,water_td_pri_C,North Gulf,1975,-6
Mexico,water_td_ind_C,North Gulf,1975,-6
Mexico,water_td_dom_W,North Gulf,1975,-6
Mexico,water_td_irr_YucatanP_W,Yucatan Peninsula,1975,-6
Mexico,water_td_pri_C,Yucatan Peninsula,1975,-6
Mexico,water_td_ind_W,Yucatan Peninsula,1975,-6
Mexico,water_td_dom_W,Yucatan Peninsula,1975,-6
Mexico,water_td_dom_C,Yucatan Peninsula,1975,-6
Mexico,water_td_pri_W,Yucatan Peninsula,1975,-6
Mexico,water_td_irr_YucatanP_C,Yucatan Peninsula,1975,-6
Mexico,water_td_an_W,Yucatan Peninsula,1975,-6
Mexico,water_td_ind_C,Yucatan Peninsula,1975,-6
Mexico,water_td_elec_W,Yucatan Peninsula,1975,-6
Mexico,water_td_an_C,Yucatan Peninsula,1975,-6
Mexico,water_td_elec_C,Yucatan Peninsula,1975,-6
Mexico,water_td_irr_MexInt_C,Mexico-Interior,1975,-6
Mexico,water_td_pri_C,Mexico-Interior,1975,-6
Mexico,water_td_an_C,Mexico-Interior,1975,-6
Mexico,water_td_ind_W,Mexico-Interior,1975,-6
Mexico,water_td_elec_C,Mexico-Interior,1975,-6
Mexico,water_td_an_W,Mexico-Interior,1975,-6
Mexico,water_td_elec_W,Mexico-Interior,1975,-6
Mexico,water_td_irr_MexInt_W,Mexico-Interior,1975,-6
Mexico,water_td_pri_W,Mexico-Interior,1975,-6
Mexico,water_td_dom_W,Mexico-Interior,1975,-6
Mexico,water_td_ind_C,Mexico-Interior,1975,-6
Mexico,water_td_dom_C,Mexico-Interior,1975,-6
Mexico,water_td_ind_C,Pacific Central Coast,1975,-6
Mexico,water_td_an_C,Pacific Central Coast,1975,-6
Mexico,water_td_pri_C,Pacific Central Coast,1975,-6
Mexico,water_td_dom_C,Pacific Central Coast,1975,-6
Mexico,water_td_elec_C,Pacific Central Coast,1975,-6
Mexico,water_td_irr_MexCstW_C,Pacific Central Coast,1975,-6
Mexico,water_td_irr_MexCstW_W,Pacific Central Coast,1975,-6
Mexico,water_td_elec_W,Pacific Central Coast,1975,-6
Mexico,water_td_ind_W,Pacific Central Coast,1975,-6
Mexico,water_td_an_W,Pacific Central Coast,1975,-6
Mexico,water_td_dom_W,Pacific Central Coast,1975,-6
Mexico,water_td_pri_W,Pacific Central Coast,1975,-6
Mexico,water_td_pri_W,Papaloapan,1975,-6
Mexico,water_td_an_W,Papaloapan,1975,-6
Mexico,water_td_irr_Papaloapan_W,Papaloapan,1975,-6
Mexico,water_td_an_C,Papaloapan,1975,-6
Mexico,water_td_dom_C,Papaloapan,1975,-6
Mexico,water_td_elec_W,Papaloapan,1975,-6
Mexico,water_td_ind_C,Papaloapan,1975,-6
Mexico,water_td_elec_C,Papaloapan,1975,-6
Mexico,water_td_irr_Papaloapan_C,Papaloapan,1975,-6
Mexico,water_td_pri_C,Papaloapan,1975,-6
Mexico,water_td_ind_W,Papaloapan,1975,-6
Mexico,water_td_dom_W,Papaloapan,1975,-6
Mexico,water_td_elec_W,Rio Lerma,1975,-6
Mexico,water_td_ind_C,Rio Lerma,1975,-6
Mexico,water_td_elec_C,Rio Lerma,1975,-6
Mexico,water_td_dom_C,Rio Lerma,1975,-6
Mexico,water_td_dom_W,Rio Lerma,1975,-6
Mexico,water_td_an_W,Rio Lerma,1975,-6
Mexico,water_td_pri_W,Rio Lerma,1975,-6
Mexico,water_td_an_C,Rio Lerma,1975,-6
Mexico,water_td_ind_W,Rio Lerma,1975,-6
Mexico,water_td_irr_RioLerma_W,Rio Lerma,1975,-6
Mexico,water_td_irr_RioLerma_C,Rio Lerma,1975,-6
Mexico,water_td_pri_C,Rio Lerma,1975,-6
Mexico,water_td_dom_W,Rio Verde,1975,-6
Mexico,water_td_elec_W,Rio Verde,1975,-6
Mexico,water_td_irr_RioVerde_C,Rio Verde,1975,-6
Mexico,water_td_dom_C,Rio Verde,1975,-6
Mexico,water_td_irr_RioVerde_W,Rio Verde,1975,-6
Mexico,water_td_pri_C,Rio Verde,1975,-6
Mexico,water_td_ind_C,Rio Verde,1975,-6
Mexico,water_td_ind_W,Rio Verde,1975,-6
Mexico,water_td_an_C,Rio Verde,1975,-6
Mexico,water_td_an_W,Rio Verde,1975,-6
Mexico,water_td_elec_C,Rio Verde,1975,-6
Mexico,water_td_pri_W,Rio Verde,1975,-6
Mexico,water_td_dom_C,Grijalva-Usumacinta,1975,-6
