INPUT_TABLE
Variable ID
UnlimitRsrcPrice

region,unlimited.resource,year,price
Africa_Eastern,Rift Valley-water consumption,2065,0
Africa_Eastern,Rift Valley-water consumption,2095,0
Africa_Eastern,Rift Valley-water withdrawals,2025,0.001
Africa_Eastern,Rift Valley-water withdrawals,2060,0.001
South America_Southern,Peru-Pacific Coast-water withdrawals,2005,0.001
South America_Southern,Peru-Pacific Coast-water consumption,1975,0
South America_Southern,Peru-Pacific Coast-water consumption,2070,0
South America_Southern,Peru-Pacific Coast-water withdrawals,2080,0.001
South America_Southern,Peru-Pacific Coast-water withdrawals,2010,0.001
South America_Southern,Peru-Pacific Coast-water consumption,2030,0
South America_Southern,Peru-Pacific Coast-water withdrawals,2030,0.001
South America_Southern,Peru-Pacific Coast-water consumption,2085,0
South America_Southern,Peru-Pacific Coast-water consumption,2060,0
South America_Southern,Peru-Pacific Coast-water withdrawals,2090,0.001
South America_Southern,Peru-Pacific Coast-water consumption,2045,0
South America_Southern,Peru-Pacific Coast-water withdrawals,2040,0.001
South America_Southern,Peru-Pacific Coast-water consumption,2050,0
South America_Southern,Peru-Pacific Coast-water withdrawals,2035,0.001
South America_Southern,Peru-Pacific Coast-water consumption,2075,0
South America_Southern,Peru-Pacific Coast-water withdrawals,2015,0.001
South America_Southern,Peru-Pacific Coast-water consumption,2020,0
South America_Southern,Peru-Pacific Coast-water withdrawals,1990,0.001
South America_Southern,Peru-Pacific Coast-water withdrawals,2095,0.001
South America_Southern,Peru-Pacific Coast-water withdrawals,2020,0.001
South America_Southern,Peru-Pacific Coast-water consumption,1990,0
South America_Southern,Peru-Pacific Coast-water withdrawals,2065,0.001
South America_Southern,Peru-Pacific Coast-water withdrawals,2085,0.001
South America_Southern,Peru-Pacific Coast-water withdrawals,2045,0.001
South America_Southern,Peru-Pacific Coast-water withdrawals,2025,0.001
South America_Southern,Peru-Pacific Coast-water consumption,2100,0
South America_Southern,Peru-Pacific Coast-water consumption,2080,0
South America_Southern,Peru-Pacific Coast-water withdrawals,1975,0.001
South America_Southern,Peru-Pacific Coast-water consumption,2055,0
South America_Southern,Peru-Pacific Coast-water withdrawals,2070,0.001
South America_Southern,Peru-Pacific Coast-water consumption,2090,0
South America_Southern,Peru-Pacific Coast-water consumption,2040,0
South America_Southern,Peru-Pacific Coast-water consumption,2005,0
South America_Southern,Peru-Pacific Coast-water withdrawals,2050,0.001
South America_Southern,Peru-Pacific Coast-water consumption,2095,0
South America_Southern,Peru-Pacific Coast-water withdrawals,2100,0.001
South America_Southern,Peru-Pacific Coast-water withdrawals,2055,0.001
South America_Southern,Peru-Pacific Coast-water consumption,2015,0
South America_Southern,Peru-Pacific Coast-water consumption,2065,0
South America_Southern,Peru-Pacific Coast-water consumption,2025,0
South America_Southern,Peru-Pacific Coast-water consumption,2010,0
South America_Southern,Peru-Pacific Coast-water consumption,2035,0
South America_Southern,Peru-Pacific Coast-water withdrawals,2075,0.001
South America_Southern,Peru-Pacific Coast-water withdrawals,2060,0.001
Indonesia,Fly-water consumption,2070,0
Indonesia,Fly-water withdrawals,2065,0.001
Indonesia,Fly-water withdrawals,2095,0.001
Indonesia,Fly-water withdrawals,2080,0.001
Indonesia,Fly-water withdrawals,2040,0.001
Indonesia,Fly-water withdrawals,2035,0.001
Indonesia,Fly-water withdrawals,2005,0.001
Indonesia,Fly-water consumption,2060,0
Indonesia,Fly-water withdrawals,2085,0.001
Indonesia,Fly-water consumption,2075,0
Indonesia,Fly-water consumption,2030,0
Indonesia,Fly-water consumption,2045,0
Indonesia,Fly-water consumption,2090,0
Indonesia,Fly-water consumption,2050,0
Indonesia,Fly-water withdrawals,2020,0.001
Indonesia,Fly-water consumption,2080,0
Indonesia,Fly-water consumption,2055,0
Indonesia,Fly-water consumption,1990,0
Indonesia,Fly-water withdrawals,2090,0.001
Indonesia,Fly-water withdrawals,2025,0.001
Indonesia,Fly-water withdrawals,2045,0.001
Indonesia,Fly-water consumption,1975,0
Indonesia,Fly-water consumption,2095,0
Indonesia,Fly-water consumption,2100,0
Indonesia,Fly-water withdrawals,1990,0.001
Indonesia,Fly-water consumption,2010,0
Indonesia,Fly-water consumption,2005,0
Indonesia,Fly-water consumption,2025,0
Indonesia,Fly-water consumption,2035,0
Indonesia,Fly-water withdrawals,2010,0.001
Indonesia,Fly-water withdrawals,2030,0.001
Indonesia,Fly-water withdrawals,2050,0.001
Indonesia,Fly-water consumption,2015,0
Indonesia,Fly-water consumption,2085,0
Indonesia,Fly-water consumption,2065,0
Indonesia,Fly-water consumption,2040,0
Indonesia,Fly-water withdrawals,2055,0.001
Indonesia,Fly-water consumption,2020,0
Indonesia,Fly-water withdrawals,2015,0.001
Indonesia,Fly-water withdrawals,1975,0.001
Indonesia,Fly-water withdrawals,2100,0.001
Indonesia,Fly-water withdrawals,2060,0.001
Indonesia,Fly-water withdrawals,2070,0.001
Indonesia,Fly-water withdrawals,2075,0.001
Africa_Southern,Angola-Coast-water withdrawals,2065,0.001
Africa_Southern,Angola-Coast-water withdrawals,2040,0.001
Africa_Southern,Angola-Coast-water withdrawals,2035,0.001
Africa_Southern,Angola-Coast-water consumption,2060,0
Africa_Southern,Angola-Coast-water consumption,1990,0
Africa_Southern,Angola-Coast-water withdrawals,2020,0.001
Africa_Southern,Angola-Coast-water consumption,2015,0
Africa_Southern,Angola-Coast-water consumption,2090,0
Africa_Southern,Angola-Coast-water consumption,2030,0
Africa_Southern,Angola-Coast-water consumption,1975,0
Africa_Southern,Angola-Coast-water withdrawals,2025,0.001
Africa_Southern,Angola-Coast-water consumption,2055,0
Africa_Southern,Angola-Coast-water withdrawals,2080,0.001
Africa_Southern,Angola-Coast-water withdrawals,2045,0.001
Africa_Southern,Angola-Coast-water consumption,2075,0
Africa_Southern,Angola-Coast-water withdrawals,2085,0.001
Africa_Southern,Angola-Coast-water consumption,2080,0
Africa_Southern,Angola-Coast-water withdrawals,2005,0.001
Africa_Southern,Angola-Coast-water withdrawals,2060,0.001
Africa_Southern,Angola-Coast-water withdrawals,2050,0.001
Africa_Southern,Angola-Coast-water withdrawals,2010,0.001
Africa_Southern,Angola-Coast-water consumption,2010,0
Africa_Southern,Angola-Coast-water consumption,2005,0
Africa_Southern,Angola-Coast-water withdrawals,2095,0.001
Africa_Southern,Angola-Coast-water consumption,2085,0
Africa_Southern,Angola-Coast-water consumption,2070,0
Africa_Southern,Angola-Coast-water withdrawals,2015,0.001
Africa_Southern,Angola-Coast-water withdrawals,2030,0.001
Africa_Southern,Angola-Coast-water consumption,2045,0
Africa_Southern,Angola-Coast-water consumption,2020,0
Africa_Southern,Angola-Coast-water withdrawals,1975,0.001
Africa_Southern,Angola-Coast-water consumption,2035,0
Africa_Southern,Angola-Coast-water consumption,2065,0
Africa_Southern,Angola-Coast-water consumption,2100,0
Africa_Southern,Angola-Coast-water withdrawals,1990,0.001
Africa_Southern,Angola-Coast-water withdrawals,2075,0.001
Africa_Southern,Angola-Coast-water consumption,2095,0
Africa_Southern,Angola-Coast-water withdrawals,2055,0.001
Africa_Southern,Angola-Coast-water withdrawals,2070,0.001
Africa_Southern,Angola-Coast-water consumption,2050,0
Africa_Southern,Angola-Coast-water withdrawals,2100,0.001
Africa_Southern,Angola-Coast-water consumption,2025,0
Africa_Southern,Angola-Coast-water withdrawals,2090,0.001
Africa_Southern,Angola-Coast-water consumption,2040,0
Africa_Eastern,Congo-water withdrawals,2040,0.001
Africa_Eastern,Congo-water withdrawals,2065,0.001
Africa_Eastern,Congo-water withdrawals,2020,0.001
Africa_Eastern,Congo-water consumption,2060,0
Africa_Eastern,Congo-water withdrawals,2080,0.001
Africa_Eastern,Congo-water withdrawals,2045,0.001
Africa_Eastern,Congo-water consumption,1990,0
Africa_Eastern,Congo-water withdrawals,2025,0.001
Africa_Eastern,Congo-water consumption,2050,0
Africa_Eastern,Congo-water consumption,2085,0
Africa_Eastern,Congo-water consumption,2080,0
Africa_Eastern,Congo-water withdrawals,2005,0.001
Africa_Eastern,Congo-water withdrawals,2055,0.001
Africa_Eastern,Congo-water consumption,2090,0
Africa_Eastern,Congo-water withdrawals,2050,0.001
Africa_Eastern,Congo-water consumption,2005,0
Africa_Eastern,Congo-water consumption,2010,0
Africa_Eastern,Congo-water withdrawals,2085,0.001
Africa_Eastern,Congo-water consumption,2030,0
Africa_Eastern,Congo-water consumption,2035,0
Africa_Eastern,Congo-water withdrawals,2035,0.001
Africa_Eastern,Congo-water consumption,2045,0
Africa_Eastern,Congo-water consumption,2095,0
Africa_Eastern,Congo-water withdrawals,2030,0.001
Africa_Eastern,Congo-water consumption,2025,0
Africa_Eastern,Congo-water withdrawals,2060,0.001
Africa_Eastern,Congo-water withdrawals,2100,0.001
Africa_Eastern,Congo-water withdrawals,2070,0.001
Africa_Eastern,Congo-water consumption,2020,0
Africa_Eastern,Congo-water consumption,2015,0
Africa_Eastern,Congo-water consumption,1975,0
Africa_Eastern,Congo-water consumption,2055,0
Africa_Eastern,Congo-water withdrawals,2010,0.001
Africa_Eastern,Congo-water consumption,2070,0
Africa_Eastern,Congo-water consumption,2075,0
Africa_Eastern,Congo-water withdrawals,1975,0.001
Africa_Eastern,Congo-water withdrawals,2075,0.001
Africa_Eastern,Congo-water consumption,2040,0
Africa_Eastern,Congo-water consumption,2100,0
Africa_Eastern,Congo-water withdrawals,1990,0.001
Africa_Eastern,Congo-water withdrawals,2015,0.001
Africa_Eastern,Congo-water withdrawals,2095,0.001
Africa_Eastern,Congo-water consumption,2065,0
Africa_Eastern,Congo-water withdrawals,2090,0.001
Australia_NZ,Australia-North Coast-water consumption,2060,0
Australia_NZ,Australia-North Coast-water withdrawals,2040,0.001
Australia_NZ,Australia-North Coast-water consumption,2005,0
Australia_NZ,Australia-North Coast-water consumption,1990,0
Australia_NZ,Australia-North Coast-water withdrawals,1975,0.001
Australia_NZ,Australia-North Coast-water consumption,2030,0
Australia_NZ,Australia-North Coast-water consumption,2080,0
Australia_NZ,Australia-North Coast-water consumption,2085,0
Australia_NZ,Australia-North Coast-water withdrawals,2020,0.001
Australia_NZ,Australia-North Coast-water withdrawals,2025,0.001
Australia_NZ,Australia-North Coast-water withdrawals,2030,0.001
Australia_NZ,Australia-North Coast-water withdrawals,2065,0.001
Australia_NZ,Australia-North Coast-water consumption,2095,0
Australia_NZ,Australia-North Coast-water withdrawals,2060,0.001
Australia_NZ,Australia-North Coast-water withdrawals,2045,0.001
Australia_NZ,Australia-North Coast-water consumption,2010,0
Australia_NZ,Australia-North Coast-water consumption,2075,0
Australia_NZ,Australia-North Coast-water consumption,1975,0
Australia_NZ,Australia-North Coast-water consumption,2090,0
Australia_NZ,Australia-North Coast-water withdrawals,2050,0.001
Australia_NZ,Australia-North Coast-water consumption,2020,0
Australia_NZ,Australia-North Coast-water consumption,2065,0
Australia_NZ,Australia-North Coast-water consumption,2045,0
Australia_NZ,Australia-North Coast-water withdrawals,2085,0.001
Australia_NZ,Australia-North Coast-water consumption,2035,0
Australia_NZ,Australia-North Coast-water withdrawals,2080,0.001
Australia_NZ,Australia-North Coast-water withdrawals,1990,0.001
Australia_NZ,Australia-North Coast-water withdrawals,2070,0.001
Australia_NZ,Australia-North Coast-water withdrawals,2100,0.001
Australia_NZ,Australia-North Coast-water withdrawals,2055,0.001
Australia_NZ,Australia-North Coast-water consumption,2100,0
Australia_NZ,Australia-North Coast-water consumption,2015,0
Australia_NZ,Australia-North Coast-water withdrawals,2095,0.001
Australia_NZ,Australia-North Coast-water withdrawals,2005,0.001
Australia_NZ,Australia-North Coast-water withdrawals,2075,0.001
Australia_NZ,Australia-North Coast-water withdrawals,2035,0.001
Australia_NZ,Australia-North Coast-water consumption,2025,0
Australia_NZ,Australia-North Coast-water withdrawals,2090,0.001
Australia_NZ,Australia-North Coast-water consumption,2050,0
Australia_NZ,Australia-North Coast-water withdrawals,2015,0.001
Australia_NZ,Australia-North Coast-water withdrawals,2010,0.001
Australia_NZ,Australia-North Coast-water consumption,2055,0
Australia_NZ,Australia-North Coast-water consumption,2040,0
Australia_NZ,Australia-North Coast-water consumption,2070,0
Southeast Asia,South Pacific Islands-water withdrawals,2040,0.001
Southeast Asia,South Pacific Islands-water withdrawals,2045,0.001
Southeast Asia,South Pacific Islands-water consumption,2020,0
Southeast Asia,South Pacific Islands-water consumption,2035,0
Southeast Asia,South Pacific Islands-water consumption,2095,0
Southeast Asia,South Pacific Islands-water withdrawals,1975,0.001
Southeast Asia,South Pacific Islands-water consumption,2005,0
Southeast Asia,South Pacific Islands-water withdrawals,2100,0.001
Southeast Asia,South Pacific Islands-water withdrawals,2065,0.001
Southeast Asia,South Pacific Islands-water withdrawals,2025,0.001
Southeast Asia,South Pacific Islands-water consumption,2080,0
Southeast Asia,South Pacific Islands-water consumption,2085,0
Southeast Asia,South Pacific Islands-water consumption,1975,0
Southeast Asia,South Pacific Islands-water consumption,2010,0
Southeast Asia,South Pacific Islands-water withdrawals,1990,0.001
Southeast Asia,South Pacific Islands-water consumption,2090,0
Southeast Asia,South Pacific Islands-water withdrawals,2070,0.001
Southeast Asia,South Pacific Islands-water withdrawals,2020,0.001
Southeast Asia,South Pacific Islands-water consumption,2075,0
Southeast Asia,South Pacific Islands-water withdrawals,2095,0.001
Southeast Asia,South Pacific Islands-water consumption,2015,0
Southeast Asia,South Pacific Islands-water withdrawals,2005,0.001
Southeast Asia,South Pacific Islands-water withdrawals,2030,0.001
Southeast Asia,South Pacific Islands-water withdrawals,2060,0.001
Southeast Asia,South Pacific Islands-water consumption,2100,0
Southeast Asia,South Pacific Islands-water withdrawals,2055,0.001
Southeast Asia,South Pacific Islands-water withdrawals,2010,0.001
Southeast Asia,South Pacific Islands-water consumption,2030,0
Southeast Asia,South Pacific Islands-water consumption,2065,0
Southeast Asia,South Pacific Islands-water withdrawals,2050,0.001
Southeast Asia,South Pacific Islands-water consumption,2040,0
Southeast Asia,South Pacific Islands-water consumption,2045,0
Southeast Asia,South Pacific Islands-water withdrawals,2035,0.001
Southeast Asia,South Pacific Islands-water withdrawals,2075,0.001
Southeast Asia,South Pacific Islands-water consumption,1990,0
Southeast Asia,South Pacific Islands-water withdrawals,2080,0.001
Southeast Asia,South Pacific Islands-water consumption,2055,0
Southeast Asia,South Pacific Islands-water consumption,2060,0
Southeast Asia,South Pacific Islands-water consumption,2025,0
Southeast Asia,South Pacific Islands-water withdrawals,2090,0.001
Southeast Asia,South Pacific Islands-water withdrawals,2015,0.001
Southeast Asia,South Pacific Islands-water consumption,2070,0
Southeast Asia,South Pacific Islands-water consumption,2050,0
Southeast Asia,South Pacific Islands-water withdrawals,2085,0.001
Brazil,East Brazil-South Atlantic Coast-water consumption,2010,0
Brazil,East Brazil-South Atlantic Coast-water consumption,2085,0
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2055,0.001
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2070,0.001
Brazil,East Brazil-South Atlantic Coast-water consumption,2035,0
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2045,0.001
Brazil,East Brazil-South Atlantic Coast-water consumption,2080,0
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2100,0.001
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2025,0.001
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2080,0.001
Brazil,East Brazil-South Atlantic Coast-water consumption,2020,0
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2060,0.001
Brazil,East Brazil-South Atlantic Coast-water consumption,2025,0
Brazil,East Brazil-South Atlantic Coast-water consumption,1975,0
Brazil,East Brazil-South Atlantic Coast-water consumption,2040,0
Brazil,East Brazil-South Atlantic Coast-water consumption,2095,0
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2050,0.001
Brazil,East Brazil-South Atlantic Coast-water consumption,2090,0
Brazil,East Brazil-South Atlantic Coast-water consumption,2005,0
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2095,0.001
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2015,0.001
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2005,0.001
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2010,0.001
Brazil,East Brazil-South Atlantic Coast-water consumption,2015,0
Brazil,East Brazil-South Atlantic Coast-water withdrawals,1990,0.001
Brazil,East Brazil-South Atlantic Coast-water consumption,2065,0
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2075,0.001
Brazil,East Brazil-South Atlantic Coast-water consumption,2045,0
Brazil,East Brazil-South Atlantic Coast-water withdrawals,1975,0.001
Brazil,East Brazil-South Atlantic Coast-water consumption,2060,0
Brazil,East Brazil-South Atlantic Coast-water consumption,2075,0
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2085,0.001
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2030,0.001
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2040,0.001
Brazil,East Brazil-South Atlantic Coast-water consumption,2050,0
Brazil,East Brazil-South Atlantic Coast-water consumption,2100,0
Brazil,East Brazil-South Atlantic Coast-water consumption,2055,0
Brazil,East Brazil-South Atlantic Coast-water consumption,2070,0
Brazil,East Brazil-South Atlantic Coast-water consumption,1990,0
Brazil,East Brazil-South Atlantic Coast-water consumption,2030,0
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2065,0.001
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2020,0.001
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2035,0.001
Brazil,East Brazil-South Atlantic Coast-water withdrawals,2090,0.001
Brazil,Parnaiba-water consumption,1975,0
Brazil,Parnaiba-water withdrawals,2080,0.001
Brazil,Parnaiba-water withdrawals,2045,0.001
Brazil,Parnaiba-water consumption,2010,0
Brazil,Parnaiba-water withdrawals,2055,0.001
Brazil,Parnaiba-water consumption,2085,0
Brazil,Parnaiba-water consumption,2035,0
Brazil,Parnaiba-water consumption,2025,0
Brazil,Parnaiba-water withdrawals,1975,0.001
Brazil,Parnaiba-water withdrawals,2060,0.001
Brazil,Parnaiba-water consumption,2055,0
Brazil,Parnaiba-water consumption,2020,0
Brazil,Parnaiba-water withdrawals,2030,0.001
Brazil,Parnaiba-water consumption,2090,0
Brazil,Parnaiba-water withdrawals,2070,0.001
Brazil,Parnaiba-water withdrawals,2075,0.001
Brazil,Parnaiba-water consumption,2065,0
Brazil,Parnaiba-water withdrawals,2015,0.001
Brazil,Parnaiba-water withdrawals,2100,0.001
Brazil,Parnaiba-water withdrawals,2085,0.001
Brazil,Parnaiba-water consumption,2015,0
Brazil,Parnaiba-water withdrawals,1990,0.001
Brazil,Parnaiba-water withdrawals,2005,0.001
Brazil,Parnaiba-water consumption,2100,0
Brazil,Parnaiba-water consumption,1990,0
Brazil,Parnaiba-water withdrawals,2040,0.001
Brazil,Parnaiba-water consumption,2095,0
Brazil,Parnaiba-water withdrawals,2050,0.001
Brazil,Parnaiba-water withdrawals,2095,0.001
Brazil,Parnaiba-water consumption,2045,0
Brazil,Parnaiba-water withdrawals,2010,0.001
Brazil,Parnaiba-water consumption,2040,0
Brazil,Parnaiba-water consumption,2080,0
Brazil,Parnaiba-water withdrawals,2065,0.001
Brazil,Parnaiba-water withdrawals,2090,0.001
Brazil,Parnaiba-water consumption,2075,0
Brazil,Parnaiba-water consumption,2030,0
Brazil,Parnaiba-water consumption,2005,0
Brazil,Parnaiba-water withdrawals,2025,0.001
Brazil,Parnaiba-water consumption,2070,0
Brazil,Parnaiba-water withdrawals,2035,0.001
Brazil,Parnaiba-water consumption,2050,0
Brazil,Parnaiba-water consumption,2060,0
Brazil,Parnaiba-water withdrawals,2020,0.001
Africa_Southern,Zambezi-water withdrawals,2055,0.001
Africa_Southern,Zambezi-water consumption,2025,0
Africa_Southern,Zambezi-water consumption,2100,0
Africa_Southern,Zambezi-water withdrawals,2045,0.001
Africa_Southern,Zambezi-water withdrawals,2070,0.001
Africa_Southern,Zambezi-water consumption,2010,0
Africa_Southern,Zambezi-water withdrawals,2005,0.001
Africa_Southern,Zambezi-water withdrawals,1975,0.001
Africa_Southern,Zambezi-water consumption,2045,0
Africa_Southern,Zambezi-water consumption,2035,0
Africa_Southern,Zambezi-water consumption,1975,0
Africa_Southern,Zambezi-water withdrawals,2060,0.001
Africa_Southern,Zambezi-water consumption,2085,0
Africa_Southern,Zambezi-water withdrawals,2090,0.001
Africa_Southern,Zambezi-water consumption,2095,0
Africa_Southern,Zambezi-water withdrawals,2080,0.001
Africa_Southern,Zambezi-water consumption,2090,0
Africa_Southern,Zambezi-water withdrawals,1990,0.001
Africa_Southern,Zambezi-water consumption,2070,0
Africa_Southern,Zambezi-water consumption,2015,0
Africa_Southern,Zambezi-water withdrawals,2020,0.001
Africa_Southern,Zambezi-water consumption,2080,0
Africa_Southern,Zambezi-water consumption,2040,0
Africa_Southern,Zambezi-water withdrawals,2030,0.001
Africa_Southern,Zambezi-water withdrawals,2010,0.001
Africa_Southern,Zambezi-water withdrawals,2085,0.001
Africa_Southern,Zambezi-water consumption,2050,0
Africa_Southern,Zambezi-water consumption,2065,0
Africa_Southern,Zambezi-water withdrawals,2095,0.001
Africa_Southern,Zambezi-water withdrawals,2035,0.001
Africa_Southern,Zambezi-water withdrawals,2050,0.001
Africa_Southern,Zambezi-water withdrawals,2015,0.001
Africa_Southern,Zambezi-water consumption,1990,0
Africa_Southern,Zambezi-water consumption,2055,0
Africa_Southern,Zambezi-water consumption,2030,0
Africa_Southern,Zambezi-water withdrawals,2075,0.001
Africa_Southern,Zambezi-water consumption,2020,0
Africa_Southern,Zambezi-water consumption,2060,0
Africa_Southern,Zambezi-water consumption,2005,0
Africa_Southern,Zambezi-water withdrawals,2040,0.001
Africa_Southern,Zambezi-water withdrawals,2025,0.001
Africa_Southern,Zambezi-water withdrawals,2065,0.001
Africa_Southern,Zambezi-water withdrawals,2100,0.001
Africa_Southern,Zambezi-water consumption,2075,0
Australia_NZ,Australia-East Coast-water consumption,2025,0
Australia_NZ,Australia-East Coast-water withdrawals,2005,0.001
Australia_NZ,Australia-East Coast-water withdrawals,2060,0.001
Australia_NZ,Australia-East Coast-water consumption,2100,0
Australia_NZ,Australia-East Coast-water withdrawals,2045,0.001
Australia_NZ,Australia-East Coast-water consumption,2085,0
Australia_NZ,Australia-East Coast-water consumption,2050,0
Australia_NZ,Australia-East Coast-water consumption,2010,0
Australia_NZ,Australia-East Coast-water withdrawals,2030,0.001
Australia_NZ,Australia-East Coast-water consumption,2040,0
Australia_NZ,Australia-East Coast-water withdrawals,1990,0.001
Australia_NZ,Australia-East Coast-water consumption,2055,0
Australia_NZ,Australia-East Coast-water consumption,1990,0
Australia_NZ,Australia-East Coast-water consumption,2045,0
Australia_NZ,Australia-East Coast-water withdrawals,2010,0.001
Australia_NZ,Australia-East Coast-water withdrawals,2075,0.001
Australia_NZ,Australia-East Coast-water consumption,1975,0
Australia_NZ,Australia-East Coast-water consumption,2090,0
Australia_NZ,Australia-East Coast-water withdrawals,2035,0.001
Australia_NZ,Australia-East Coast-water withdrawals,1975,0.001
Australia_NZ,Australia-East Coast-water consumption,2035,0
Australia_NZ,Australia-East Coast-water consumption,2060,0
Australia_NZ,Australia-East Coast-water withdrawals,2090,0.001
Australia_NZ,Australia-East Coast-water consumption,2070,0
Australia_NZ,Australia-East Coast-water withdrawals,2085,0.001
Australia_NZ,Australia-East Coast-water withdrawals,2080,0.001
Australia_NZ,Australia-East Coast-water withdrawals,2070,0.001
Australia_NZ,Australia-East Coast-water consumption,2080,0
Australia_NZ,Australia-East Coast-water withdrawals,2100,0.001
Australia_NZ,Australia-East Coast-water consumption,2065,0
Australia_NZ,Australia-East Coast-water consumption,2030,0
Australia_NZ,Australia-East Coast-water withdrawals,2095,0.001
Australia_NZ,Australia-East Coast-water consumption,2075,0
Australia_NZ,Australia-East Coast-water withdrawals,2020,0.001
Australia_NZ,Australia-East Coast-water withdrawals,2015,0.001
Australia_NZ,Australia-East Coast-water withdrawals,2055,0.001
Australia_NZ,Australia-East Coast-water consumption,2095,0
Australia_NZ,Australia-East Coast-water consumption,2020,0
Australia_NZ,Australia-East Coast-water consumption,2015,0
Australia_NZ,Australia-East Coast-water withdrawals,2025,0.001
Australia_NZ,Australia-East Coast-water consumption,2005,0
Australia_NZ,Australia-East Coast-water withdrawals,2065,0.001
Australia_NZ,Australia-East Coast-water withdrawals,2050,0.001
Australia_NZ,Australia-East Coast-water withdrawals,2040,0.001
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2045,0
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2030,0.001
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2005,0.001
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2010,0.001
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2100,0
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2070,0
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2025,0
Africa_Southern,Africa-Indian Ocean Coast-water consumption,1975,0
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2080,0.001
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2070,0.001
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,1990,0.001
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2055,0
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2045,0.001
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2040,0.001
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2095,0.001
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,1975,0.001
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2025,0.001
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2085,0.001
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2090,0.001
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2030,0
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2050,0
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2075,0.001
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2040,0
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2085,0
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2020,0
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2010,0
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2100,0.001
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2035,0.001
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2005,0
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2075,0
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2015,0.001
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2060,0.001
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2065,0
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2050,0.001
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2095,0
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2015,0
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2020,0.001
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2055,0.001
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2080,0
Africa_Southern,Africa-Indian Ocean Coast-water consumption,1990,0
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2060,0
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,2065,0.001
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2035,0
Africa_Southern,Africa-Indian Ocean Coast-water consumption,2090,0
Australia_NZ,Australia-West Coast-water withdrawals,2080,0.001
Australia_NZ,Australia-West Coast-water consumption,2025,0
Australia_NZ,Australia-West Coast-water withdrawals,2010,0.001
Australia_NZ,Australia-West Coast-water consumption,2045,0
Australia_NZ,Australia-West Coast-water consumption,2050,0
