INPUT_TABLE
Variable ID
UnlimitRsrc

region,unlimited.resource,output.unit,price.unit,market
Africa_Northern,Sinai Peninsula-water withdrawals,km^3,1975$/m^3,Sinai Peninsula
Middle East,Sinai Peninsula-water consumption,km^3,1975$/m^3,Sinai Peninsula
Africa_Northern,Sinai Peninsula-water consumption,km^3,1975$/m^3,Sinai Peninsula
Middle East,Sinai Peninsula-water withdrawals,km^3,1975$/m^3,Sinai Peninsula
Middle East,Eastern Jordan-Syria-water consumption,km^3,1975$/m^3,Eastern Jordan-Syria
Middle East,Eastern Jordan-Syria-water withdrawals,km^3,1975$/m^3,Eastern Jordan-Syria
Europe_Non_EU,Eastern Jordan-Syria-water withdrawals,km^3,1975$/m^3,Eastern Jordan-Syria
Europe_Non_EU,Eastern Jordan-Syria-water consumption,km^3,1975$/m^3,Eastern Jordan-Syria
Africa_Northern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,km^3,1975$/m^3,Africa-Red Sea-Gulf of Aden Coast
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,km^3,1975$/m^3,Africa-Red Sea-Gulf of Aden Coast
Middle East,Africa-Red Sea-Gulf of Aden Coast-water consumption,km^3,1975$/m^3,Africa-Red Sea-Gulf of Aden Coast
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water consumption,km^3,1975$/m^3,Africa-Red Sea-Gulf of Aden Coast
Middle East,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,km^3,1975$/m^3,Africa-Red Sea-Gulf of Aden Coast
Africa_Northern,Africa-Red Sea-Gulf of Aden Coast-water consumption,km^3,1975$/m^3,Africa-Red Sea-Gulf of Aden Coast
USA,Caribbean-water withdrawals,km^3,1975$/m^3,Caribbean
Central America and Caribbean,Caribbean-water consumption,km^3,1975$/m^3,Caribbean
USA,Caribbean-water consumption,km^3,1975$/m^3,Caribbean
Central America and Caribbean,Caribbean-water withdrawals,km^3,1975$/m^3,Caribbean
Pakistan,Hamun-i-Mashkel-water withdrawals,km^3,1975$/m^3,Hamun-i-Mashkel
Middle East,Hamun-i-Mashkel-water consumption,km^3,1975$/m^3,Hamun-i-Mashkel
South Asia,Hamun-i-Mashkel-water consumption,km^3,1975$/m^3,Hamun-i-Mashkel
Middle East,Hamun-i-Mashkel-water withdrawals,km^3,1975$/m^3,Hamun-i-Mashkel
South Asia,Hamun-i-Mashkel-water withdrawals,km^3,1975$/m^3,Hamun-i-Mashkel
Pakistan,Hamun-i-Mashkel-water consumption,km^3,1975$/m^3,Hamun-i-Mashkel
Japan,Taiwan-water withdrawals,km^3,1975$/m^3,Taiwan
Taiwan,Taiwan-water consumption,km^3,1975$/m^3,Taiwan
China,Taiwan-water withdrawals,km^3,1975$/m^3,Taiwan
Taiwan,Taiwan-water withdrawals,km^3,1975$/m^3,Taiwan
Japan,Taiwan-water consumption,km^3,1975$/m^3,Taiwan
China,Taiwan-water consumption,km^3,1975$/m^3,Taiwan
Pakistan,Arabian Sea Coast-water consumption,km^3,1975$/m^3,Arabian Sea Coast
Middle East,Arabian Sea Coast-water withdrawals,km^3,1975$/m^3,Arabian Sea Coast
Pakistan,Arabian Sea Coast-water withdrawals,km^3,1975$/m^3,Arabian Sea Coast
Middle East,Arabian Sea Coast-water consumption,km^3,1975$/m^3,Arabian Sea Coast
Mexico,North Gulf-water withdrawals,km^3,1975$/m^3,North Gulf
Mexico,North Gulf-water consumption,km^3,1975$/m^3,North Gulf
China,Yangtze-water withdrawals,km^3,1975$/m^3,Yangtze
China,Yangtze-water consumption,km^3,1975$/m^3,Yangtze
India,Sabarmati-water withdrawals,km^3,1975$/m^3,Sabarmati
Pakistan,Sabarmati-water consumption,km^3,1975$/m^3,Sabarmati
Pakistan,Sabarmati-water withdrawals,km^3,1975$/m^3,Sabarmati
India,Sabarmati-water consumption,km^3,1975$/m^3,Sabarmati
Southeast Asia,Xun Jiang-water withdrawals,km^3,1975$/m^3,Xun Jiang
China,Xun Jiang-water consumption,km^3,1975$/m^3,Xun Jiang
China,Xun Jiang-water withdrawals,km^3,1975$/m^3,Xun Jiang
Southeast Asia,Xun Jiang-water consumption,km^3,1975$/m^3,Xun Jiang
Southeast Asia,Hong-Red River-water withdrawals,km^3,1975$/m^3,Hong-Red River
China,Hong-Red River-water withdrawals,km^3,1975$/m^3,Hong-Red River
China,Hong-Red River-water consumption,km^3,1975$/m^3,Hong-Red River
Southeast Asia,Hong-Red River-water consumption,km^3,1975$/m^3,Hong-Red River
Southeast Asia,Ganges-Bramaputra-water consumption,km^3,1975$/m^3,Ganges-Bramaputra
India,Ganges-Bramaputra-water withdrawals,km^3,1975$/m^3,Ganges-Bramaputra
India,Ganges-Bramaputra-water consumption,km^3,1975$/m^3,Ganges-Bramaputra
Southeast Asia,Ganges-Bramaputra-water withdrawals,km^3,1975$/m^3,Ganges-Bramaputra
China,Ganges-Bramaputra-water withdrawals,km^3,1975$/m^3,Ganges-Bramaputra
South Asia,Ganges-Bramaputra-water consumption,km^3,1975$/m^3,Ganges-Bramaputra
South Asia,Ganges-Bramaputra-water withdrawals,km^3,1975$/m^3,Ganges-Bramaputra
China,Ganges-Bramaputra-water consumption,km^3,1975$/m^3,Ganges-Bramaputra
Central America and Caribbean,Yucatan Peninsula-water consumption,km^3,1975$/m^3,Yucatan Peninsula
Central America and Caribbean,Yucatan Peninsula-water withdrawals,km^3,1975$/m^3,Yucatan Peninsula
Mexico,Yucatan Peninsula-water withdrawals,km^3,1975$/m^3,Yucatan Peninsula
Mexico,Yucatan Peninsula-water consumption,km^3,1975$/m^3,Yucatan Peninsula
Southeast Asia,South China Sea Coast-water withdrawals,km^3,1975$/m^3,South China Sea Coast
China,South China Sea Coast-water withdrawals,km^3,1975$/m^3,South China Sea Coast
China,South China Sea Coast-water consumption,km^3,1975$/m^3,South China Sea Coast
Southeast Asia,South China Sea Coast-water consumption,km^3,1975$/m^3,South China Sea Coast
India,Mahi-water consumption,km^3,1975$/m^3,Mahi
India,Mahi-water withdrawals,km^3,1975$/m^3,Mahi
Mexico,Mexico-Interior-water consumption,km^3,1975$/m^3,Mexico-Interior
Mexico,Mexico-Interior-water withdrawals,km^3,1975$/m^3,Mexico-Interior
Mexico,Pacific Central Coast-water withdrawals,km^3,1975$/m^3,Pacific Central Coast
Mexico,Pacific Central Coast-water consumption,km^3,1975$/m^3,Pacific Central Coast
South Asia,Bay of Bengal-North East Coast-water consumption,km^3,1975$/m^3,Bay of Bengal-North East Coast
India,Bay of Bengal-North East Coast-water consumption,km^3,1975$/m^3,Bay of Bengal-North East Coast
India,Bay of Bengal-North East Coast-water withdrawals,km^3,1975$/m^3,Bay of Bengal-North East Coast
Southeast Asia,Bay of Bengal-North East Coast-water withdrawals,km^3,1975$/m^3,Bay of Bengal-North East Coast
South Asia,Bay of Bengal-North East Coast-water withdrawals,km^3,1975$/m^3,Bay of Bengal-North East Coast
Southeast Asia,Bay of Bengal-North East Coast-water consumption,km^3,1975$/m^3,Bay of Bengal-North East Coast
India,Tapti-water withdrawals,km^3,1975$/m^3,Tapti
India,Tapti-water consumption,km^3,1975$/m^3,Tapti
India,Yasai-water withdrawals,km^3,1975$/m^3,Yasai
India,Yasai-water consumption,km^3,1975$/m^3,Yasai
Southeast Asia,Philippines-water consumption,km^3,1975$/m^3,Philippines
Southeast Asia,Philippines-water withdrawals,km^3,1975$/m^3,Philippines
India,Brahamani-water withdrawals,km^3,1975$/m^3,Brahamani
India,Brahamani-water consumption,km^3,1975$/m^3,Brahamani
India,Mahandi-water withdrawals,km^3,1975$/m^3,Mahandi
India,Mahandi-water consumption,km^3,1975$/m^3,Mahandi
India,Godavari-water consumption,km^3,1975$/m^3,Godavari
India,Godavari-water withdrawals,km^3,1975$/m^3,Godavari
China,Hainan-water withdrawals,km^3,1975$/m^3,Hainan
China,Hainan-water consumption,km^3,1975$/m^3,Hainan
China,Mekong-water withdrawals,km^3,1975$/m^3,Mekong
Southeast Asia,Mekong-water consumption,km^3,1975$/m^3,Mekong
Southeast Asia,Mekong-water withdrawals,km^3,1975$/m^3,Mekong
China,Mekong-water consumption,km^3,1975$/m^3,Mekong
Southeast Asia,Viet Nam-Coast-water consumption,km^3,1975$/m^3,Viet Nam-Coast
Southeast Asia,Viet Nam-Coast-water withdrawals,km^3,1975$/m^3,Viet Nam-Coast
Southeast Asia,Salween-water consumption,km^3,1975$/m^3,Salween
China,Salween-water consumption,km^3,1975$/m^3,Salween
Southeast Asia,Salween-water withdrawals,km^3,1975$/m^3,Salween
China,Salween-water withdrawals,km^3,1975$/m^3,Salween
India,India North East Coast-water consumption,km^3,1975$/m^3,India North East Coast
India,India North East Coast-water withdrawals,km^3,1975$/m^3,India North East Coast
India,India West Coast-water withdrawals,km^3,1975$/m^3,India West Coast
India,India West Coast-water consumption,km^3,1975$/m^3,India West Coast
Mexico,Papaloapan-water withdrawals,km^3,1975$/m^3,Papaloapan
Mexico,Papaloapan-water consumption,km^3,1975$/m^3,Papaloapan
Mexico,Rio Lerma-water consumption,km^3,1975$/m^3,Rio Lerma
Mexico,Rio Lerma-water withdrawals,km^3,1975$/m^3,Rio Lerma
Mexico,Rio Verde-water withdrawals,km^3,1975$/m^3,Rio Verde
Mexico,Rio Verde-water consumption,km^3,1975$/m^3,Rio Verde
Mexico,Grijalva-Usumacinta-water consumption,km^3,1975$/m^3,Grijalva-Usumacinta
Central America and Caribbean,Grijalva-Usumacinta-water consumption,km^3,1975$/m^3,Grijalva-Usumacinta
Central America and Caribbean,Grijalva-Usumacinta-water withdrawals,km^3,1975$/m^3,Grijalva-Usumacinta
Mexico,Grijalva-Usumacinta-water withdrawals,km^3,1975$/m^3,Grijalva-Usumacinta
Mexico,Rio Balsas-water consumption,km^3,1975$/m^3,Rio Balsas
Mexico,Rio Balsas-water withdrawals,km^3,1975$/m^3,Rio Balsas
Central America and Caribbean,Southern Central America-water consumption,km^3,1975$/m^3,Southern Central America
Mexico,Southern Central America-water withdrawals,km^3,1975$/m^3,Southern Central America
Mexico,Southern Central America-water consumption,km^3,1975$/m^3,Southern Central America
Central America and Caribbean,Southern Central America-water withdrawals,km^3,1975$/m^3,Southern Central America
Mexico,Isthmus of Tehuantepec-water consumption,km^3,1975$/m^3,Isthmus of Tehuantepec
Mexico,Isthmus of Tehuantepec-water withdrawals,km^3,1975$/m^3,Isthmus of Tehuantepec
Southeast Asia,Irrawaddy-water withdrawals,km^3,1975$/m^3,Irrawaddy
India,Irrawaddy-water withdrawals,km^3,1975$/m^3,Irrawaddy
India,Irrawaddy-water consumption,km^3,1975$/m^3,Irrawaddy
China,Irrawaddy-water consumption,km^3,1975$/m^3,Irrawaddy
China,Irrawaddy-water withdrawals,km^3,1975$/m^3,Irrawaddy
Southeast Asia,Irrawaddy-water consumption,km^3,1975$/m^3,Irrawaddy
Southeast Asia,Sittang-water withdrawals,km^3,1975$/m^3,Sittang
Southeast Asia,Sittang-water consumption,km^3,1975$/m^3,Sittang
Southeast Asia,Peninsula Malaysia-water consumption,km^3,1975$/m^3,Peninsula Malaysia
Southeast Asia,Peninsula Malaysia-water withdrawals,km^3,1975$/m^3,Peninsula Malaysia
India,Krishna-water consumption,km^3,1975$/m^3,Krishna
India,Krishna-water withdrawals,km^3,1975$/m^3,Krishna
Africa_Western,Africa-West Coast-water consumption,km^3,1975$/m^3,Africa-West Coast
Africa_Western,Africa-West Coast-water withdrawals,km^3,1975$/m^3,Africa-West Coast
Colombia,Caribbean Coast-water withdrawals,km^3,1975$/m^3,Caribbean Coast
South America_Northern,Caribbean Coast-water consumption,km^3,1975$/m^3,Caribbean Coast
Central America and Caribbean,Caribbean Coast-water withdrawals,km^3,1975$/m^3,Caribbean Coast
Central America and Caribbean,Caribbean Coast-water consumption,km^3,1975$/m^3,Caribbean Coast
Colombia,Caribbean Coast-water consumption,km^3,1975$/m^3,Caribbean Coast
South America_Northern,Caribbean Coast-water withdrawals,km^3,1975$/m^3,Caribbean Coast
Africa_Eastern,Africa-North Interior-water consumption,km^3,1975$/m^3,Africa-North Interior
Africa_Northern,Africa-North Interior-water consumption,km^3,1975$/m^3,Africa-North Interior
Africa_Western,Africa-North Interior-water withdrawals,km^3,1975$/m^3,Africa-North Interior
Africa_Northern,Africa-North Interior-water withdrawals,km^3,1975$/m^3,Africa-North Interior
Africa_Western,Africa-North Interior-water consumption,km^3,1975$/m^3,Africa-North Interior
Africa_Eastern,Africa-North Interior-water withdrawals,km^3,1975$/m^3,Africa-North Interior
India,India East Coast-water withdrawals,km^3,1975$/m^3,India East Coast
India,India East Coast-water consumption,km^3,1975$/m^3,India East Coast
Southeast Asia,Chao Phraya-water consumption,km^3,1975$/m^3,Chao Phraya
Southeast Asia,Chao Phraya-water withdrawals,km^3,1975$/m^3,Chao Phraya
India,Pennar-water consumption,km^3,1975$/m^3,Pennar
India,Pennar-water withdrawals,km^3,1975$/m^3,Pennar
Southeast Asia,Gulf of Thailand Coast-water consumption,km^3,1975$/m^3,Gulf of Thailand Coast
Southeast Asia,Gulf of Thailand Coast-water withdrawals,km^3,1975$/m^3,Gulf of Thailand Coast
Africa_Western,Niger-water consumption,km^3,1975$/m^3,Niger
Africa_Northern,Niger-water consumption,km^3,1975$/m^3,Niger
Africa_Northern,Niger-water withdrawals,km^3,1975$/m^3,Niger
Africa_Western,Niger-water withdrawals,km^3,1975$/m^3,Niger
Africa_Western,Lake Chad-water withdrawals,km^3,1975$/m^3,Lake Chad
Africa_Northern,Lake Chad-water withdrawals,km^3,1975$/m^3,Lake Chad
Africa_Northern,Lake Chad-water consumption,km^3,1975$/m^3,Lake Chad
Africa_Eastern,Lake Chad-water consumption,km^3,1975$/m^3,Lake Chad
Africa_Western,Lake Chad-water consumption,km^3,1975$/m^3,Lake Chad
Africa_Eastern,Lake Chad-water withdrawals,km^3,1975$/m^3,Lake Chad
Africa_Western,Senegal-water consumption,km^3,1975$/m^3,Senegal
Africa_Western,Senegal-water withdrawals,km^3,1975$/m^3,Senegal
India,Cauvery-water consumption,km^3,1975$/m^3,Cauvery
India,Cauvery-water withdrawals,km^3,1975$/m^3,Cauvery
South Asia,Sri Lanka-water consumption,km^3,1975$/m^3,Sri Lanka
South Asia,Sri Lanka-water withdrawals,km^3,1975$/m^3,Sri Lanka
India,India South Coast-water withdrawals,km^3,1975$/m^3,India South Coast
India,India South Coast-water consumption,km^3,1975$/m^3,India South Coast
South America_Southern,Orinoco-water consumption,km^3,1975$/m^3,Orinoco
South America_Northern,Orinoco-water consumption,km^3,1975$/m^3,Orinoco
Brazil,Orinoco-water withdrawals,km^3,1975$/m^3,Orinoco
Colombia,Orinoco-water consumption,km^3,1975$/m^3,Orinoco
South America_Southern,Orinoco-water withdrawals,km^3,1975$/m^3,Orinoco
Colombia,Orinoco-water withdrawals,km^3,1975$/m^3,Orinoco
Brazil,Orinoco-water consumption,km^3,1975$/m^3,Orinoco
South America_Northern,Orinoco-water withdrawals,km^3,1975$/m^3,Orinoco
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water withdrawals,km^3,1975$/m^3,Colombia-Ecuador-Pacific Coast
Central America and Caribbean,Colombia-Ecuador-Pacific Coast-water consumption,km^3,1975$/m^3,Colombia-Ecuador-Pacific Coast
South America_Southern,Colombia-Ecuador-Pacific Coast-water consumption,km^3,1975$/m^3,Colombia-Ecuador-Pacific Coast
South America_Southern,Colombia-Ecuador-Pacific Coast-water withdrawals,km^3,1975$/m^3,Colombia-Ecuador-Pacific Coast
Colombia,Colombia-Ecuador-Pacific Coast-water consumption,km^3,1975$/m^3,Colombia-Ecuador-Pacific Coast
Colombia,Colombia-Ecuador-Pacific Coast-water withdrawals,km^3,1975$/m^3,Colombia-Ecuador-Pacific Coast
Southeast Asia,Palau and East Indonesia-water withdrawals,km^3,1975$/m^3,Palau and East Indonesia
Indonesia,Palau and East Indonesia-water consumption,km^3,1975$/m^3,Palau and East Indonesia
Southeast Asia,Palau and East Indonesia-water consumption,km^3,1975$/m^3,Palau and East Indonesia
Indonesia,Palau and East Indonesia-water withdrawals,km^3,1975$/m^3,Palau and East Indonesia
Southeast Asia,North Borneo Coast-water consumption,km^3,1975$/m^3,North Borneo Coast
Indonesia,North Borneo Coast-water withdrawals,km^3,1975$/m^3,North Borneo Coast
Southeast Asia,North Borneo Coast-water withdrawals,km^3,1975$/m^3,North Borneo Coast
Indonesia,North Borneo Coast-water consumption,km^3,1975$/m^3,North Borneo Coast
Africa_Western,Volta-water withdrawals,km^3,1975$/m^3,Volta
Africa_Western,Volta-water consumption,km^3,1975$/m^3,Volta
Brazil,Northeast South America-South Atlantic Coast-water withdrawals,km^3,1975$/m^3,Northeast South America-South Atlantic Coast
South America_Northern,Northeast South America-South Atlantic Coast-water consumption,km^3,1975$/m^3,Northeast South America-South Atlantic Coast
South America_Northern,Northeast South America-South Atlantic Coast-water withdrawals,km^3,1975$/m^3,Northeast South America-South Atlantic Coast
Brazil,Northeast South America-South Atlantic Coast-water consumption,km^3,1975$/m^3,Northeast South America-South Atlantic Coast
Africa_Western,Gulf of Guinea-water consumption,km^3,1975$/m^3,Gulf of Guinea
Africa_Southern,Gulf of Guinea-water withdrawals,km^3,1975$/m^3,Gulf of Guinea
Africa_Western,Gulf of Guinea-water withdrawals,km^3,1975$/m^3,Gulf of Guinea
Africa_Southern,Gulf of Guinea-water consumption,km^3,1975$/m^3,Gulf of Guinea
Indonesia,Sumatra-water consumption,km^3,1975$/m^3,Sumatra
Indonesia,Sumatra-water withdrawals,km^3,1975$/m^3,Sumatra
Indonesia,Sulawesi-water withdrawals,km^3,1975$/m^3,Sulawesi
Indonesia,Sulawesi-water consumption,km^3,1975$/m^3,Sulawesi
Indonesia,Kalimantan-water consumption,km^3,1975$/m^3,Kalimantan
Southeast Asia,Kalimantan-water withdrawals,km^3,1975$/m^3,Kalimantan
Indonesia,Kalimantan-water withdrawals,km^3,1975$/m^3,Kalimantan
Southeast Asia,Kalimantan-water consumption,km^3,1975$/m^3,Kalimantan
Colombia,Magdalena-water consumption,km^3,1975$/m^3,Magdalena
South America_Northern,Magdalena-water consumption,km^3,1975$/m^3,Magdalena
South America_Northern,Magdalena-water withdrawals,km^3,1975$/m^3,Magdalena
Colombia,Magdalena-water withdrawals,km^3,1975$/m^3,Magdalena
Southeast Asia,Irian Jaya Coast-water consumption,km^3,1975$/m^3,Irian Jaya Coast
Indonesia,Irian Jaya Coast-water withdrawals,km^3,1975$/m^3,Irian Jaya Coast
Southeast Asia,Irian Jaya Coast-water withdrawals,km^3,1975$/m^3,Irian Jaya Coast
Indonesia,Irian Jaya Coast-water consumption,km^3,1975$/m^3,Irian Jaya Coast
South America_Northern,Amazon-water withdrawals,km^3,1975$/m^3,Amazon
Colombia,Amazon-water withdrawals,km^3,1975$/m^3,Amazon
South America_Southern,Amazon-water withdrawals,km^3,1975$/m^3,Amazon
South America_Northern,Amazon-water consumption,km^3,1975$/m^3,Amazon
Colombia,Amazon-water consumption,km^3,1975$/m^3,Amazon
Brazil,Amazon-water consumption,km^3,1975$/m^3,Amazon
Brazil,Amazon-water withdrawals,km^3,1975$/m^3,Amazon
South America_Southern,Amazon-water consumption,km^3,1975$/m^3,Amazon
South America_Southern,South Chile-Pacific Coast-water withdrawals,km^3,1975$/m^3,South Chile-Pacific Coast
Argentina,South Chile-Pacific Coast-water consumption,km^3,1975$/m^3,South Chile-Pacific Coast
South America_Southern,South Chile-Pacific Coast-water consumption,km^3,1975$/m^3,South Chile-Pacific Coast
Argentina,South Chile-Pacific Coast-water withdrawals,km^3,1975$/m^3,South Chile-Pacific Coast
Africa_Eastern,Shebelli-Juba-water withdrawals,km^3,1975$/m^3,Shebelli-Juba
Africa_Eastern,Shebelli-Juba-water consumption,km^3,1975$/m^3,Shebelli-Juba
Africa_Eastern,Africa-East Central Coast-water withdrawals,km^3,1975$/m^3,Africa-East Central Coast
Africa_Eastern,Africa-East Central Coast-water consumption,km^3,1975$/m^3,Africa-East Central Coast
Africa_Southern,Africa-East Central Coast-water withdrawals,km^3,1975$/m^3,Africa-East Central Coast
Africa_Southern,Africa-East Central Coast-water consumption,km^3,1975$/m^3,Africa-East Central Coast
Brazil,North Brazil-South Atlantic Coast-water withdrawals,km^3,1975$/m^3,North Brazil-South Atlantic Coast
Brazil,North Brazil-South Atlantic Coast-water consumption,km^3,1975$/m^3,North Brazil-South Atlantic Coast
Southeast Asia,Papua New Guinea Coast-water consumption,km^3,1975$/m^3,Papua New Guinea Coast
Southeast Asia,Papua New Guinea Coast-water withdrawals,km^3,1975$/m^3,Papua New Guinea Coast
Brazil,Tocantins-water consumption,km^3,1975$/m^3,Tocantins
Brazil,Tocantins-water withdrawals,km^3,1975$/m^3,Tocantins
Southeast Asia,Java-Timor-water consumption,km^3,1975$/m^3,Java-Timor
Indonesia,Java-Timor-water consumption,km^3,1975$/m^3,Java-Timor
Indonesia,Java-Timor-water withdrawals,km^3,1975$/m^3,Java-Timor
Southeast Asia,Java-Timor-water withdrawals,km^3,1975$/m^3,Java-Timor
Southeast Asia,Solomon Islands-water withdrawals,km^3,1975$/m^3,Solomon Islands
Southeast Asia,Solomon Islands-water consumption,km^3,1975$/m^3,Solomon Islands
Africa_Eastern,Madasgacar-water consumption,km^3,1975$/m^3,Madasgacar
Africa_Eastern,Madasgacar-water withdrawals,km^3,1975$/m^3,Madasgacar
Southeast Asia,Sepik-water withdrawals,km^3,1975$/m^3,Sepik
Indonesia,Sepik-water consumption,km^3,1975$/m^3,Sepik
Indonesia,Sepik-water withdrawals,km^3,1975$/m^3,Sepik
Southeast Asia,Sepik-water consumption,km^3,1975$/m^3,Sepik
Africa_Eastern,Rift Valley-water withdrawals,km^3,1975$/m^3,Rift Valley
Africa_Eastern,Rift Valley-water consumption,km^3,1975$/m^3,Rift Valley
Africa_Southern,Rift Valley-water consumption,km^3,1975$/m^3,Rift Valley
Africa_Southern,Rift Valley-water withdrawals,km^3,1975$/m^3,Rift Valley
South America_Southern,Peru-Pacific Coast-water withdrawals,km^3,1975$/m^3,Peru-Pacific Coast
South America_Southern,Peru-Pacific Coast-water consumption,km^3,1975$/m^3,Peru-Pacific Coast
Indonesia,Fly-water consumption,km^3,1975$/m^3,Fly
Southeast Asia,Fly-water withdrawals,km^3,1975$/m^3,Fly
Indonesia,Fly-water withdrawals,km^3,1975$/m^3,Fly
Southeast Asia,Fly-water consumption,km^3,1975$/m^3,Fly
Africa_Southern,Angola-Coast-water consumption,km^3,1975$/m^3,Angola-Coast
Africa_Southern,Angola-Coast-water withdrawals,km^3,1975$/m^3,Angola-Coast
Africa_Southern,Congo-water withdrawals,km^3,1975$/m^3,Congo
Africa_Western,Congo-water withdrawals,km^3,1975$/m^3,Congo
Africa_Eastern,Congo-water consumption,km^3,1975$/m^3,Congo
Africa_Western,Congo-water consumption,km^3,1975$/m^3,Congo
Africa_Eastern,Congo-water withdrawals,km^3,1975$/m^3,Congo
Africa_Southern,Congo-water consumption,km^3,1975$/m^3,Congo
Australia_NZ,Australia-North Coast-water consumption,km^3,1975$/m^3,Australia-North Coast
Australia_NZ,Australia-North Coast-water withdrawals,km^3,1975$/m^3,Australia-North Coast
Southeast Asia,South Pacific Islands-water consumption,km^3,1975$/m^3,South Pacific Islands
Southeast Asia,South Pacific Islands-water withdrawals,km^3,1975$/m^3,South Pacific Islands
Brazil,East Brazil-South Atlantic Coast-water withdrawals,km^3,1975$/m^3,East Brazil-South Atlantic Coast
Brazil,East Brazil-South Atlantic Coast-water consumption,km^3,1975$/m^3,East Brazil-South Atlantic Coast
Brazil,Parnaiba-water withdrawals,km^3,1975$/m^3,Parnaiba
Brazil,Parnaiba-water consumption,km^3,1975$/m^3,Parnaiba
Africa_Western,Zambezi-water withdrawals,km^3,1975$/m^3,Zambezi
Africa_Southern,Zambezi-water withdrawals,km^3,1975$/m^3,Zambezi
Africa_Western,Zambezi-water consumption,km^3,1975$/m^3,Zambezi
Africa_Southern,Zambezi-water consumption,km^3,1975$/m^3,Zambezi
Australia_NZ,Australia-East Coast-water consumption,km^3,1975$/m^3,Australia-East Coast
Australia_NZ,Australia-East Coast-water withdrawals,km^3,1975$/m^3,Australia-East Coast
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,km^3,1975$/m^3,Africa-Indian Ocean Coast
Africa_Southern,Africa-Indian Ocean Coast-water consumption,km^3,1975$/m^3,Africa-Indian Ocean Coast
Australia_NZ,Australia-West Coast-water withdrawals,km^3,1975$/m^3,Australia-West Coast
Australia_NZ,Australia-West Coast-water consumption,km^3,1975$/m^3,Australia-West Coast
Brazil,Sao Francisco-water consumption,km^3,1975$/m^3,Sao Francisco
Brazil,Sao Francisco-water withdrawals,km^3,1975$/m^3,Sao Francisco
Australia_NZ,Australia-Interior-water withdrawals,km^3,1975$/m^3,Australia-Interior
Australia_NZ,Australia-Interior-water consumption,km^3,1975$/m^3,Australia-Interior
Africa_Southern,Orange-water withdrawals,km^3,1975$/m^3,Orange
Africa_Southern,Orange-water consumption,km^3,1975$/m^3,Orange
South Africa,Orange-water consumption,km^3,1975$/m^3,Orange
South Africa,Orange-water withdrawals,km^3,1975$/m^3,Orange
South America_Southern,Uruguay-Brazil-South Atlantic Coast-water withdrawals,km^3,1975$/m^3,Uruguay-Brazil-South Atlantic Coast
Brazil,Uruguay-Brazil-South Atlantic Coast-water withdrawals,km^3,1975$/m^3,Uruguay-Brazil-South Atlantic Coast
South America_Southern,Uruguay-Brazil-South Atlantic Coast-water consumption,km^3,1975$/m^3,Uruguay-Brazil-South Atlantic Coast
Brazil,Uruguay-Brazil-South Atlantic Coast-water consumption,km^3,1975$/m^3,Uruguay-Brazil-South Atlantic Coast
South Africa,Namibia-Coast-water consumption,km^3,1975$/m^3,Namibia-Coast
Africa_Southern,Namibia-Coast-water consumption,km^3,1975$/m^3,Namibia-Coast
South Africa,Namibia-Coast-water withdrawals,km^3,1975$/m^3,Namibia-Coast
Africa_Southern,Namibia-Coast-water withdrawals,km^3,1975$/m^3,Namibia-Coast
Africa_Southern,Africa-South Interior-water consumption,km^3,1975$/m^3,Africa-South Interior
Africa_Southern,Africa-South Interior-water withdrawals,km^3,1975$/m^3,Africa-South Interior
Africa_Southern,South Africa-South Coast-water withdrawals,km^3,1975$/m^3,South Africa-South Coast
Africa_Southern,South Africa-South Coast-water consumption,km^3,1975$/m^3,South Africa-South Coast
South Africa,South Africa-South Coast-water withdrawals,km^3,1975$/m^3,South Africa-South Coast
South Africa,South Africa-South Coast-water consumption,km^3,1975$/m^3,South Africa-South Coast
Africa_Southern,Limpopo-water consumption,km^3,1975$/m^3,Limpopo
South Africa,Limpopo-water withdrawals,km^3,1975$/m^3,Limpopo
Africa_Southern,Limpopo-water withdrawals,km^3,1975$/m^3,Limpopo
South Africa,Limpopo-water consumption,km^3,1975$/m^3,Limpopo
Argentina,La Puna Region-water consumption,km^3,1975$/m^3,La Puna Region
South America_Southern,La Puna Region-water consumption,km^3,1975$/m^3,La Puna Region
Argentina,La Puna Region-water withdrawals,km^3,1975$/m^3,La Puna Region
South America_Southern,La Puna Region-water withdrawals,km^3,1975$/m^3,La Puna Region
Australia_NZ,New Zealand-water withdrawals,km^3,1975$/m^3,New Zealand
Australia_NZ,New Zealand-water consumption,km^3,1975$/m^3,New Zealand
Australia_NZ,Australia-South Coast-water consumption,km^3,1975$/m^3,Australia-South Coast
Australia_NZ,Australia-South Coast-water withdrawals,km^3,1975$/m^3,Australia-South Coast
Argentina,Mar Chiquita-water withdrawals,km^3,1975$/m^3,Mar Chiquita
Argentina,Mar Chiquita-water consumption,km^3,1975$/m^3,Mar Chiquita
South Africa,South Africa-West Coast-water withdrawals,km^3,1975$/m^3,South Africa-West Coast
